Species,Symbol,Ensembl,Family,Protein,Entrez.ID,updated_Entrez
Gallus_gallus,ZBTB48,ENSGALG00000000637,ZBTB,ENSGALP00000000907;ENSGALP00000000907;,419370,419370
Gallus_gallus,ZBTB49,ENSGALG00000015009,zf-C2H2,ENSGALP00000024158;,-,422847
Gallus_gallus,ZBTB5,ENSGALG00000005354,ZBTB,ENSGALP00000008573;ENSGALP00000008573;,431260,431260
Gallus_gallus,ZBTB6,ENSGALG00000021570,ZBTB,ENSGALP00000001874;ENSGALP00000001874;,417108,417108
Gallus_gallus,ZBTB7A,ENSGALG00000025907,ZBTB,ENSGALP00000041866;ENSGALP00000041866;,395411,395411
Gallus_gallus,ZBTB7A ,ENSGALG00000041484,ZBTB,ENSGALP00000054821;ENSGALP00000054821;,-,395411
Gallus_gallus,ZBTB7C,ENSGALG00000033408,ZBTB,ENSGALP00000048557;ENSGALP00000048557;,431576,431576
Gallus_gallus,ZBTB7C ,ENSGALG00000041530,ZBTB,ENSGALP00000043882;ENSGALP00000043882;,-,431576
Gallus_gallus,ZBTB8A,ENSGALG00000038896,ZBTB,ENSGALP00000047475;ENSGALP00000047475;ENSGALP00000052252;ENSGALP00000054382;,419662,419662
Gallus_gallus,ZEB1,ENSGALG00000007260,zf-C2H2,ENSGALP00000057778;ENSGALP00000057778;ENSGALP00000011738;ENSGALP00000011738;ENSGALP00000044177;,396029,396029
Gallus_gallus,ZEB2,ENSGALG00000040465,zf-C2H2,ENSGALP00000047946;ENSGALP00000047946;ENSGALP00000049069;,424306,424306
Gallus_gallus,ZFAT,ENSGALG00000037698,zf-C2H2,ENSGALP00000047153;ENSGALP00000053229;,420319,420319
Gallus_gallus,ZFHX3,ENSGALG00000000713,Homeobox,ENSGALP00000001007;ENSGALP00000045965;,395682,395682
Gallus_gallus,ZFHX4,ENSGALG00000037164,Homeobox,ENSGALP00000046296;,395904,395904
Gallus_gallus,ZFP2 ,ENSGALG00000012958,zf-C2H2,ENSGALP00000036755;,-,427922
Gallus_gallus,ZFP36L1,ENSGALG00000039228,zf-CCCH,ENSGALP00000058009;,101751828,101751828
Gallus_gallus,ZFP36L2,ENSGALG00000033129,zf-CCCH,ENSGALP00000045930;ENSGALP00000056601;,107052930,107052930
Gallus_gallus,ZFP64,ENSGALG00000038858,zf-C2H2,ENSGALP00000049428;,419342,419342
Gallus_gallus,ZFP92,ENSGALG00000015459,zf-C2H2,ENSGALP00000024880;,418448,418448
Gallus_gallus,ZFPM1,ENSGALG00000006099,zf-C2H2,ENSGALP00000009830;,415835,415835
Gallus_gallus,ZFPM2,ENSGALG00000040079,zf-C2H2,ENSGALP00000056149;,420269,420269
Gallus_gallus,ZGPAT,ENSGALG00000006092,Others,-,419260,419260
Gallus_gallus,ZHX1,ENSGALG00000034999,Homeobox,ENSGALP00000053486;,420347,420347
Gallus_gallus,ZHX2,ENSGALG00000043827,Homeobox,ENSGALP00000058170;,420351,420351
Gallus_gallus,ZHX3,ENSGALG00000039155,Homeobox,ENSGALP00000050816;ENSGALP00000044039;ENSGALP00000053005;,419176,419176
Gallus_gallus,ZIC1,ENSGALG00000040532,zf-C2H2,ENSGALP00000054372;,374103,374103
Gallus_gallus,ZIC2,ENSGALG00000041083,zf-C2H2,ENSGALP00000054357;,428021,428021
Gallus_gallus,ZIC3,ENSGALG00000031144,zf-C2H2,ENSGALP00000055541;,422251,422251
Gallus_gallus,ZIC4,ENSGALG00000006810,zf-C2H2,ENSGALP00000010999;,424885,424885
Gallus_gallus,ZIC5,ENSGALG00000034197,zf-C2H2,ENSGALP00000058142;,107051270,107051270
Gallus_gallus,ZMAT3,ENSGALG00000040948,zf-C2H2,ENSGALP00000056581;,425428,425428
Gallus_gallus,ZMIZ1,ENSGALG00000004850,zf-MIZ,ENSGALP00000007730;ENSGALP00000056162;,423724,423724
Gallus_gallus,ZNF142,ENSGALG00000011393,zf-C2H2,ENSGALP00000018561;,424213,424213
Gallus_gallus,ZNF143,ENSGALG00000005787,zf-C2H2,ENSGALP00000009283;,428845,428845
Gallus_gallus,ZNF148,ENSGALG00000012049,zf-C2H2,ENSGALP00000048076;ENSGALP00000050983;ENSGALP00000045506;ENSGALP00000019655;,424259,424259
Gallus_gallus,ZNF226L,ENSGALG00000043121,zf-C2H2,ENSGALP00000054875;ENSGALP00000043763;ENSGALP00000053570;ENSGALP00000051384;ENSGALP00000055220;ENSGALP00000046829;ENSGALP00000054876;,-,430731
Gallus_gallus,ZNF236,ENSGALG00000013657,zf-C2H2,ENSGALP00000057610;ENSGALP00000044199;ENSGALP00000057441;ENSGALP00000022167;ENSGALP00000055279;ENSGALP00000055448;,421008,421008
Gallus_gallus,ZNF276,ENSGALG00000000513,zf-C2H2,ENSGALP00000000701;,415853,415853
Gallus_gallus,ZNF277,ENSGALG00000009454,zf-C2H2,ENSGALP00000015370;,427859,427859
Gallus_gallus,ZNF281,ENSGALG00000017376,zf-C2H2,ENSGALP00000028008;,101749232,101749232
Gallus_gallus,ZNF282,ENSGALG00000039048,zf-C2H2,ENSGALP00000047205;ENSGALP00000049892;,-,107052489
Gallus_gallus,ZNF292,ENSGALG00000035472,zf-C2H2,ENSGALP00000051899;,421828,421828
Gallus_gallus,ZNF302,ENSGALG00000034134,zf-C2H2,ENSGALP00000054763;,417303,417303
Gallus_gallus,ZNF318,ENSGALG00000034040,Others,-,421457,421457
Gallus_gallus,ZNF319,ENSGALG00000000999,zf-C2H2,ENSGALP00000001473;,-,427526
Gallus_gallus,ZNF326,ENSGALG00000006113,Others,-,424512,424512
Gallus_gallus,ZNF335,ENSGALG00000041370,zf-C2H2,ENSGALP00000055482;ENSGALP00000055327;ENSGALP00000056939;,-,396131
Gallus_gallus,ZNF341,ENSGALG00000002968,zf-C2H2,ENSGALP00000004685;ENSGALP00000060519;ENSGALP00000046364;ENSGALP00000033992;,419152,419152
Gallus_gallus,ZNF362,ENSGALG00000026558,zf-C2H2,ENSGALP00000056781;ENSGALP00000042674;,100859829,100859829
Gallus_gallus,ZNF366,ENSGALG00000015008,zf-C2H2,ENSGALP00000024155;,431599,431599
Gallus_gallus,ZNF367,ENSGALG00000012629,zf-C2H2,ENSGALP00000020586;ENSGALP00000053719;,100858851,100858851
Gallus_gallus,ZNF384,ENSGALG00000032599,zf-C2H2,ENSGALP00000046121;ENSGALP00000043799;,770350,770350
Gallus_gallus,ZNF395,ENSGALG00000034140,Others,-,422017,422017
Gallus_gallus,ZNF407,ENSGALG00000036128,zf-C2H2,ENSGALP00000049118;,-,421011
Gallus_gallus,ZNF407 ,ENSGALG00000041358,zf-C2H2,ENSGALP00000049961;,-,421011
Gallus_gallus,ZNF410,ENSGALG00000010193,zf-C2H2,ENSGALP00000016551;ENSGALP00000052105;ENSGALP00000062947;ENSGALP00000058255;,423340,423340
Gallus_gallus,ZNF414,ENSGALG00000024378,zf-C2H2,ENSGALP00000040439;ENSGALP00000044693;,425820,425820
Gallus_gallus,ZNF423,ENSGALG00000003891,zf-C2H2,ENSGALP00000054051;ENSGALP00000046183;ENSGALP00000049747;ENSGALP00000006178;,415738,415738
Gallus_gallus,ZNF438,ENSGALG00000007266,zf-C2H2,ENSGALP00000056260;ENSGALP00000011754;,420474,420474
Gallus_gallus,ZNF469 ,ENSGALG00000026534,zf-C2H2,ENSGALP00000040998;,-,101748749
Gallus_gallus,ZNF507,ENSGALG00000042933,zf-C2H2,ENSGALP00000050867;,-,415764
Gallus_gallus,ZNF512,ENSGALG00000016506,zf-C2H2,ENSGALP00000026579;,769868,769868
Gallus_gallus,ZNF512B,ENSGALG00000006013,zf-C2H2,ENSGALP00000053424;ENSGALP00000046976;ENSGALP00000043601;ENSGALP00000009661;ENSGALP00000045962;,771616,771616
Gallus_gallus,ZNF516,ENSGALG00000013660,zf-C2H2,ENSGALP00000048678;,421009,421009
Gallus_gallus,ZNF518A,ENSGALG00000006966,zf-C2H2,ENSGALP00000038899;,-,428964
Gallus_gallus,ZNF518B,ENSGALG00000014954,zf-C2H2,ENSGALP00000024075;,422841,422841
Gallus_gallus,ZNF521,ENSGALG00000015112,zf-C2H2,ENSGALP00000024336;ENSGALP00000057427;ENSGALP00000048766;ENSGALP00000051799;,421083,421083
Gallus_gallus,ZNF536,ENSGALG00000035602,zf-C2H2,ENSGALP00000047131;,-,415761
Gallus_gallus,ZNF541,ENSGALG00000045900,MYB,ENSGALP00000059090;,100858546,100858546
Gallus_gallus,ZNF592,ENSGALG00000031589,zf-C2H2,ENSGALP00000044637;,415335,415335
Gallus_gallus,ZNF608,ENSGALG00000005016,Others,-,426810,426810
Gallus_gallus,ZNF609,ENSGALG00000040087,Others,-,415331,415331
Gallus_gallus,ZNF618,ENSGALG00000008886,zf-C2H2,ENSGALP00000014424;ENSGALP00000045464;ENSGALP00000046869;,770984,770984
Gallus_gallus,ZNF622,ENSGALG00000037171,zf-C2H2,ENSGALP00000049965;ENSGALP00000060263;,373921,373921
Gallus_gallus,ZNF624,ENSGALG00000046137,zf-C2H2,ENSGALP00000063361;,-,100858477
Gallus_gallus,ZNF624,ENSGALG00000042850,zf-C2H2,ENSGALP00000053810;,-,100858477
Gallus_gallus,ZNF624 ,ENSGALG00000046077,zf-C2H2,ENSGALP00000059365;ENSGALP00000061067;ENSGALP00000061712;,-,100858477
Gallus_gallus,ZNF624 ,ENSGALG00000046540,zf-C2H2,ENSGALP00000058800;,-,100858477
Gallus_gallus,ZNF624 ,ENSGALG00000046595,zf-C2H2,ENSGALP00000060800;,-,100858477
Gallus_gallus,ZNF624 ,ENSGALG00000045968,zf-C2H2,ENSGALP00000059647;,-,100858477
Gallus_gallus,ZNF639,ENSGALG00000005944,zf-C2H2,ENSGALP00000061420;ENSGALP00000062586;ENSGALP00000059294;ENSGALP00000043570;ENSGALP00000009548;,425280,425280
Gallus_gallus,ZNF644,ENSGALG00000034253,zf-C2H2,ENSGALP00000051342;,424510,424510
Gallus_gallus,ZNF648 ,ENSGALG00000021002,zf-C2H2,ENSGALP00000033117;,-,770891
Gallus_gallus,ZNF652,ENSGALG00000001279,zf-C2H2,ENSGALP00000001953;,419987,419987
Gallus_gallus,ZNF654,ENSGALG00000022866,zf-C2H2,ENSGALP00000036086;,-,418428
Gallus_gallus,ZNF668,ENSGALG00000036905,zf-C2H2,ENSGALP00000050669;,-,101748630
Gallus_gallus,ZNF687,ENSGALG00000040270,zf-C2H2,ENSGALP00000054193;ENSGALP00000056349;ENSGALP00000056448;,429831,429831
Gallus_gallus,ZNF692,ENSGALG00000041845,zf-C2H2,ENSGALP00000047008;,427095,427095
Gallus_gallus,ZNF704,ENSGALG00000030011,Others,-,420194,420194
Gallus_gallus,ZNF706,ENSGALG00000041200,Others,-,768824,768824
Gallus_gallus,ZNF71,ENSGALG00000040110,zf-C2H2,ENSGALP00000049257;,-,425244
Gallus_gallus,ZNF710,ENSGALG00000036163,zf-C2H2,ENSGALP00000054183;,-,100858113
Gallus_gallus,ZNF711,ENSGALG00000006929,zf-C2H2,ENSGALP00000011212;,-,422269
Gallus_gallus,ZNF740,ENSGALG00000033246,zf-C2H2,ENSGALP00000045246;,-,100859343
Gallus_gallus,ZNF750,ENSGALG00000001518,Others,-,101750712,101750712
Gallus_gallus,ZNF76,ENSGALG00000002630,zf-C2H2,ENSGALP00000061276;,772107,772107
Gallus_gallus,ZNF767,ENSGALG00000036870,zf-C2H2,ENSGALP00000054624;,420372,420372
Gallus_gallus,ZNF770,ENSGALG00000009817,zf-C2H2,ENSGALP00000015948;,-,423296
Gallus_gallus,ZNF777,ENSGALG00000038657,zf-C2H2,ENSGALP00000051667;,-,101747780
Gallus_gallus,ZNF7L ,ENSGALG00000044506,zf-C2H2,ENSGALP00000062686;,-,100858654
Gallus_gallus,ZNF800,ENSGALG00000033997,zf-C2H2,ENSGALP00000051510;,417747,417747
Gallus_gallus,ZNF821,ENSGALG00000000817,zf-C2H2,ENSGALP00000001189;,415878,415878
Gallus_gallus,ZNF827,ENSGALG00000028322,zf-C2H2,ENSGALP00000031608;,-,422465
Gallus_gallus,ZNF827,ENSGALG00000009982,zf-C2H2,ENSGALP00000016204;ENSGALP00000051404;,422465,422465
Gallus_gallus,ZNF831,ENSGALG00000023526,zf-C2H2,ENSGALP00000038269;,-,419309
Gallus_gallus,ZNFX1,ENSGALG00000004859,Others,-,419218,419218
Gallus_gallus,ZXDC,ENSGALG00000030487,zf-C2H2,ENSGALP00000051514;,416034,416034
