"Chick_ENSEMBL","Chick_Entrezid","Human_Entrezid","Symbol","TF_Status"
"ENSGALG00000001364",395924,1452,"CSNK1A1","No"
"ENSGALG00000001366",426970,842,"CASP9","No"
"ENSGALG00000001369",419861,3290,"HSD11B1","No"
"ENSGALG00000001370",769222,11095,"ADAMTS8","No"
"ENSGALG00000001371",769490,9955,"HS3ST3A1","No"
"ENSGALG00000001373",419862,80342,"TRAF3IP3","No"
"ENSGALG00000001374",NA,728661,"SLC35E2B","No"
"ENSGALG00000001375",417329,1352,"COX10","No"
"ENSGALG00000001376",100859297,10620,"ARID3B","Transcription Factor"
"ENSGALG00000001377",420084,5442,"POLRMT","No"
"ENSGALG00000001382",419406,984,"CDC2L1","No"
"ENSGALG00000001383",416150,3360,"HTR4","No"
"ENSGALG00000001387",NA,124976,"SPNS2","No"
"ENSGALG00000001389",417115,158135,"TTLL11","No"
"ENSGALG00000001391",415650,51090,"PLLP","No"
"ENSGALG00000001392",419407,8510,"MMP23B","No"
"ENSGALG00000001394",415297,84993,"UBL7","No"
"ENSGALG00000001405",419863,3664,"IRF6","Transcription Factor"
"ENSGALG00000001407",419733,170689,"ADAMTS15","No"
"ENSGALG00000001409",404671,3593,"IL12B","No"
"ENSGALG00000001410",417493,201305,"SPNS3","No"
"ENSGALG00000001412",415298,8482,"SEMA7A","No"
"ENSGALG00000001416",373890,147,"ADRA1B","No"
"ENSGALG00000001418",419864,2979,"GUCA1B","No"
"ENSGALG00000001419",417117,153090,"DAB2IP","No"
"ENSGALG00000001420",419128,57148,"RALGAPB","No"
"ENSGALG00000001425",419734,399979,"SNX19","No"
"ENSGALG00000001428",424741,80303,"EFHD1","No"
"ENSGALG00000001429",416152,7265,"TTC1","No"
"ENSGALG00000001431",374216,2978,"GUCA1A","No"
"ENSGALG00000001433",417333,146712,"B3GNTL1","No"
"ENSGALG00000001434",417118,2040,"STOM","No"
"ENSGALG00000001437",395450,50863,"NTM","No"
"ENSGALG00000001439",415653,57610,"RANBP10","No"
"ENSGALG00000001441",770961,7326,"UBE2G1","No"
"ENSGALG00000001442",395422,4978,"OPCML","No"
"ENSGALG00000001445",416154,2172,"FABP6","No"
"ENSGALG00000001446",395774,2934,"GSN","No"
"ENSGALG00000001449",415301,64220,"STRA6","No"
"ENSGALG00000001450",428237,22997,"IGSF9B","No"
"ENSGALG00000001452",419866,515,"ATP5PB","No"
"ENSGALG00000001459",396032,7134,"TNNC1","No"
"ENSGALG00000001462",373956,140,"ADORA3","No"
"ENSGALG00000001463",NA,149420,"PDIK1L","No"
"ENSGALG00000001465",771528,6169,"RPL38","No"
"ENSGALG00000001467",417494,51479,"ANKFY1","No"
"ENSGALG00000001470",415303,9399,"STOML1","No"
"ENSGALG00000001472",419736,83700,"JAM3","No"
"ENSGALG00000001473",419408,142678,"MIB2","No"
"ENSGALG00000001474",417119,51552,"RAB14","No"
"ENSGALG00000001475",396057,3925,"STMN1","No"
"ENSGALG00000001476",419867,NA,NA,"No"
"ENSGALG00000001479",417495,124936,"CYB5D2","No"
"ENSGALG00000001480",419868,55924,"INKA2","No"
"ENSGALG00000001483",419409,NA,NA,"No"
"ENSGALG00000001486",420086,7535,"ZAP70","No"
"ENSGALG00000001489",419410,NA,"SSU72","No"
"ENSGALG00000001490",101749520,3769,"KCNJ13","No"
"ENSGALG00000001491",419737,23310,"NCAPD3","No"
"ENSGALG00000001492",107057310,57446,"NDRG3","No"
"ENSGALG00000001501",373953,5594,"MAPK3","No"
"ENSGALG00000001502",419606,51118,"UTP11","No"
"ENSGALG00000001503",417334,6904,"TBCD","No"
"ENSGALG00000001504",419869,11218,"DDX20","No"
"ENSGALG00000001506",416158,10744,"PTTG2","Transcription Factor"
"ENSGALG00000001512",374228,3752,"KCND3","No"
"ENSGALG00000001513",417121,11064,"CNTRL","No"
"ENSGALG00000001518",101750712,79755,"ZNF750","Transcription Factor"
"ENSGALG00000001521",419738,112936,"VPS26B","No"
"ENSGALG00000001522",419131,51230,"PHF20","Transcription Factor"
"ENSGALG00000001525",419993,10241,"CALCOCO2","No"
"ENSGALG00000001527",419413,64856,"VWA1","No"
"ENSGALG00000001529",374161,29087,"THYN1","Transcription Factor"
"ENSGALG00000001531",417335,64122,"FN3K","No"
"ENSGALG00000001533",769262,NA,NA,"No"
"ENSGALG00000001534",419414,NA,"TMEM88B","No"
"ENSGALG00000001536",419132,NA,NA,"No"
"ENSGALG00000001538",395331,54879,"ST7L","No"
"ENSGALG00000001540",419608,10946,"SF3A3","No"
"ENSGALG00000001542",770979,55052,"MRPL20","No"
"ENSGALG00000001545",417338,10966,"RAB40B","No"
"ENSGALG00000001546",NA,23140,"ZZEF1","No"
"ENSGALG00000001547",396521,829,"CAPZA1","No"
"ENSGALG00000001550",428133,9584,"RBM39","No"
"ENSGALG00000001551",395124,81669,"CCNL2","No"
"ENSGALG00000001555",419415,54998,"AURKAIP1","No"
"ENSGALG00000001557",419739,27034,"ACAD8","No"
"ENSGALG00000001558",419872,NA,"MOV10","No"
"ENSGALG00000001559",378906,7784,"ZP3","No"
"ENSGALG00000001561",395347,54587,"MXRA8","No"
"ENSGALG00000001563",417339,56270,"WDR45B","No"
"ENSGALG00000001564",395707,489,"ATP2A3","No"
"ENSGALG00000001565",417122,727,"C5","No"
"ENSGALG00000001568",419133,9054,"NFS1","No"
"ENSGALG00000001569",395869,389,"RHOC","No"
"ENSGALG00000001571",396187,4542,"MYO1F","No"
"ENSGALG00000001572",770048,54939,"COMMD4","No"
"ENSGALG00000001573",395190,5023,"P2RX1","No"
"ENSGALG00000001577",107049008,3607,"FOXK2","Transcription Factor"
"ENSGALG00000001583",417123,7185,"TRAF1","No"
"ENSGALG00000001586",770068,79661,"NEIL1","No"
"ENSGALG00000001592",420088,125981,"ACER1","No"
"ENSGALG00000001593",374186,7353,"UFD1L","No"
"ENSGALG00000001595",772213,26147,"PHF19","No"
"ENSGALG00000001596",420089,4298,"MLLT1","Transcription Factor"
"ENSGALG00000001597",419997,5691,"PSMB3","No"
"ENSGALG00000001600",419416,1855,"DVL1","No"
"ENSGALG00000001602",415655,10204,"NUTF2","No"
"ENSGALG00000001603",417341,26502,"NARF","No"
"ENSGALG00000001604",428238,89944,"GLB1L2","No"
"ENSGALG00000001605",419873,333926,"PPM1J","No"
"ENSGALG00000001606",419609,3633,"INPP5B","No"
"ENSGALG00000001607",417342,79415,"CYBC1","No"
"ENSGALG00000001608",426920,137970,"UNC5D","No"
"ENSGALG00000001610",419999,8396,"PIP4K2B","No"
"ENSGALG00000001611",373949,27087,"B3GAT1","No"
"ENSGALG00000001613",415897,26354,"GNL3","No"
"ENSGALG00000001615",415306,4123,"MAN2C1","No"
"ENSGALG00000001616",416776,8318,"CDC45","No"
"ENSGALG00000001617",771003,84254,"CAMKK1","No"
"ENSGALG00000001618",769717,79701,"OGFOD3","No"
"ENSGALG00000001619",424746,55054,"ATG16L1","No"
"ENSGALG00000001620",417124,NA,NA,"No"
"ENSGALG00000001621",374028,7122,"CLDN5","No"
"ENSGALG00000001624",420000,54883,"CWC25","No"
"ENSGALG00000001626",427800,NA,NA,"No"
"ENSGALG00000001633",426921,78986,"DUSP26","No"
"ENSGALG00000001634",420001,9349,"RPL23","No"
"ENSGALG00000001637",417125,5711,"PSMD5","No"
"ENSGALG00000001639",428218,4520,"MTF1","Transcription Factor"
"ENSGALG00000001640",426922,79845,"RNF122","No"
"ENSGALG00000001642",415898,55830,"GLT8D1","No"
"ENSGALG00000001644",415307,25942,"SIN3A","Transcription Factor"
"ENSGALG00000001645",395248,57582,"KCNT1","No"
"ENSGALG00000001647",415658,5681,"PSKH1","No"
"ENSGALG00000001651",426923,80185,"TTI2","No"
"ENSGALG00000001652",416777,346288,"SEPT2L","No"
"ENSGALG00000001653",419611,149175,"MANEAL","No"
"ENSGALG00000001654",395538,708,"C1QBP","No"
"ENSGALG00000001655",415899,28972,"SPCS1","No"
"ENSGALG00000001658",420003,6143,"RPL19","No"
"ENSGALG00000001661",416712,10864,"SLC22A7","No"
"ENSGALG00000001662",416159,23120,"ATP10B","No"
"ENSGALG00000001663",426924,84549,"MAK16","No"
"ENSGALG00000001664",415308,5780,"PTPN9","No"
"ENSGALG00000001666",417500,84268,"RPAIN","No"
"ENSGALG00000001668",427021,54926,"UBE2R2","No"
"ENSGALG00000001678",427017,5565,"PRKAB2","No"
"ENSGALG00000001682",771869,84961,"FBXL20","No"
"ENSGALG00000001684",417350,6397,"SEC14L1","No"
"ENSGALG00000001688",416778,5413,"SEPT5","No"
"ENSGALG00000001689",769853,10066,"SCAMP2","No"
"ENSGALG00000001690",414890,2561,"GABRB2","No"
"ENSGALG00000001691",419418,54973,"INTS11","No"
"ENSGALG00000001692",417127,157922,"CAMSAP1","No"
"ENSGALG00000001693",431330,6570,"SLC18A1","No"
"ENSGALG00000001695",395931,2559,"GABRA6","No"
"ENSGALG00000001696",768877,6295,"SAG","No"
"ENSGALG00000001697",415901,3699,"ITIH3","No"
"ENSGALG00000001698",374214,2554,"GABRA1","No"
"ENSGALG00000001701",114977882,NA,NA,"No"
"ENSGALG00000001702",769364,283849,"EXOC3L1","No"
"ENSGALG00000001708",420004,5469,"MED1","No"
"ENSGALG00000001709",404773,389125,"MUSTN1","No"
"ENSGALG00000001711",427477,60490,"PPCDC","No"
"ENSGALG00000001714",419419,126789,"PUSL1","No"
"ENSGALG00000001716",415313,388135,"C10H15ORF59","No"
"ENSGALG00000001717",419875,6566,"SLC16A1","No"
"ENSGALG00000001718",416161,900,"CCNG1","No"
"ENSGALG00000001720",NA,100526772,"STIMATE-MUSTN1","No"
"ENSGALG00000001721",415314,7784,"ZP3","No"
"ENSGALG00000001722",769430,1874,"E2F4","Transcription Factor"
"ENSGALG00000001723",100857694,2330,"FMO5","No"
"ENSGALG00000001725",417348,57690,"TNRC6C","No"
"ENSGALG00000001726",416162,134492,"NUDCD2","No"
"ENSGALG00000001727",431331,11178,"LZTS1","Transcription Factor"
"ENSGALG00000001728",417128,138151,"NACC2","No"
"ENSGALG00000001729",415315,80381,"CD276","No"
"ENSGALG00000001730",424747,8527,"DGKD","No"
"ENSGALG00000001731",428306,51755,"CDK12","No"
"ENSGALG00000001733",100857856,9860,"LRIG2","No"
"ENSGALG00000001737",395930,9135,"RABEP1","No"
"ENSGALG00000001740",NA,146664,"MGAT5B","No"
"ENSGALG00000001741",415316,27020,"NPTN","No"
"ENSGALG00000001749",420090,81616,"ACSBG2","No"
"ENSGALG00000001750",416165,27430,"MAT2B","No"
"ENSGALG00000001753",415902,51460,"SFMBT1","No"
"ENSGALG00000001758",417129,169714,"QSOX2","No"
"ENSGALG00000001764",427478,NA,NA,"No"
"ENSGALG00000001765",427364,79886,"CAAP1","No"
"ENSGALG00000001768",373854,57451,"TENM2","No"
"ENSGALG00000001773",420092,5990,"RFX2","Transcription Factor"
"ENSGALG00000001774",395822,4756,"NEO1","No"
"ENSGALG00000001777",417352,79157,"MFSD11","No"
"ENSGALG00000001779",415660,653319,"KIAA0895L","No"
"ENSGALG00000001780",395085,NA,"PROC","No"
"ENSGALG00000001782",427365,9373,"PLAA","No"
"ENSGALG00000001788",415317,83440,"ADPGK","No"
"ENSGALG00000001790",100859394,124512,"METTL23","No"
"ENSGALG00000001791",415664,874,"CBR3","No"
"ENSGALG00000001792",426987,65993,"MRPS34","No"
"ENSGALG00000001793",417506,NA,"MYL10","No"
"ENSGALG00000001797",417132,26086,"GPSM1","No"
"ENSGALG00000001798",415318,585,"BBS4","No"
"ENSGALG00000001800",428339,56931,"DUS3L","No"
"ENSGALG00000001801",427367,80173,"IFT74","No"
"ENSGALG00000001802",417355,23210,"JMJD6","No"
"ENSGALG00000001803",424750,55677,"IWS1","No"
"ENSGALG00000001805",769894,NA,NA,"No"
"ENSGALG00000001806",428341,NA,NA,"No"
"ENSGALG00000001812",420094,85300,"ATCAY","No"
"ENSGALG00000001816",419877,260425,"MAGI3","No"
"ENSGALG00000001817",396274,10664,"CTCF","Transcription Factor"
"ENSGALG00000001823",427034,51501,"HIKESHI","No"
"ENSGALG00000001824",100857820,874,"CBR3","No"
"ENSGALG00000001826",416167,23286,"WWC1","No"
"ENSGALG00000001828",NA,NA,NA,"No"
"ENSGALG00000001833",417508,79706,"PRKRIP1","No"
"ENSGALG00000001835",428184,6339,"SCNN1D","No"
"ENSGALG00000001837",417509,80228,"ORAI3","No"
"ENSGALG00000001838",426925,23039,"XPO7","No"
"ENSGALG00000001840",427368,7010,"TEK","No"
"ENSGALG00000001841",426990,79641,"ROGDI","No"
"ENSGALG00000001844",417510,54784,"ALKBH4","No"
"ENSGALG00000001845",419878,10745,"PHTF1","Transcription Factor"
"ENSGALG00000001848",419421,118424,"UBE2J2","No"
"ENSGALG00000001849",NA,8927,"BSN","No"
"ENSGALG00000001850",416168,5917,"RARS","No"
"ENSGALG00000001852",417511,222229,"LRWD1","No"
"ENSGALG00000001856",NA,79817,"MOB3B","No"
"ENSGALG00000001857",419422,388581,"C1QTNF12","No"
"ENSGALG00000001859",NA,NA,NA,"No"
"ENSGALG00000001860",NA,54665,"RSBN1","No"
"ENSGALG00000001862",396168,55808,"ST6GALNAC1","No"
"ENSGALG00000001863",424533,NA,"VTG2","No"
"ENSGALG00000001864",427370,203228,"C9orf72","No"
"ENSGALG00000001866",431416,8484,"MCHR2","No"
"ENSGALG00000001869",NA,158038,"LINGO2","No"
"ENSGALG00000001872",419423,51150,"SDF4","No"
"ENSGALG00000001876",417513,NA,"RASA4B","No"
"ENSGALG00000001882",419424,8784,"TNFRSF18","No"
"ENSGALG00000001883",396159,10610,"ST6GALNAC2","No"
"ENSGALG00000001885",417514,NA,NA,"No"
"ENSGALG00000001889",427756,64170,"CARD9","No"
"ENSGALG00000001892",427802,114757,"CYGB","No"
"ENSGALG00000001894",NA,NA,NA,"No"
"ENSGALG00000001895",416170,79646,"PANK3","No"
"ENSGALG00000001900",427408,23349,"PHF24","No"
"ENSGALG00000001901",415319,25820,"ARIH1","No"
"ENSGALG00000001905",417515,113878,"DTX2","No"
"ENSGALG00000001907",423608,23063,"WAPL","No"
"ENSGALG00000001912",428219,NA,NA,"No"
"ENSGALG00000001916",374173,6586,"SLIT3","No"
"ENSGALG00000001917",NA,136853,"SSC4D","No"
"ENSGALG00000001918",427409,25822,"DNAJB5","No"
"ENSGALG00000001921",772136,NA,NA,"No"
"ENSGALG00000001925",416781,54584,"GNB1L","No"
"ENSGALG00000001926",396227,3315,"HSPB1","No"
"ENSGALG00000001932",417516,222183,"SRRM3","No"
"ENSGALG00000001933",427373,7464,"CORO2A","No"
"ENSGALG00000001934",423609,94233,"OPN4","No"
"ENSGALG00000001935",NA,NA,NA,"No"
"ENSGALG00000001936",NA,4648,"MYO7B","No"
"ENSGALG00000001938",424337,29957,"SLC25A24","No"
"ENSGALG00000001939",419880,204851,"HIPK1","No"
"ENSGALG00000001942",416172,54908,"SPDL1","No"
"ENSGALG00000001943",417358,79651,"RHBDF2","No"
"ENSGALG00000001944",427374,55357,"TBC1D2","No"
"ENSGALG00000001945",770487,91869,"RFT1","No"
"ENSGALG00000001946",419613,284654,"RSPO1","No"
"ENSGALG00000001947",427375,8518,"ELP1","No"
"ENSGALG00000001948",427046,6294,"SAFB","No"
"ENSGALG00000001949",417517,4191,"MDH2","No"
"ENSGALG00000001950",417134,23203,"PMPCA","No"
"ENSGALG00000001951",768922,284611,"FAM102B","No"
"ENSGALG00000001954",395173,54840,"APTX","No"
"ENSGALG00000001955",396066,15,"AANAT","No"
"ENSGALG00000001956",419882,56944,"OLFML3","No"
"ENSGALG00000001959",429055,113802,"HENMT1","No"
"ENSGALG00000001962",420098,NA,"PTBP1","No"
"ENSGALG00000001963",417518,NA,NA,"No"
"ENSGALG00000001964",417135,56623,"INPP5E","No"
"ENSGALG00000001965",415668,16,"AARS","No"
"ENSGALG00000001968",428270,148281,"SYT6","No"
"ENSGALG00000001971",417359,63893,"UBE2O","No"
"ENSGALG00000001972",768611,NA,NA,"No"
"ENSGALG00000001973",419614,29889,"GNL2","No"
"ENSGALG00000001975",417519,83862,"TMEM120A","No"
"ENSGALG00000001976",NA,51592,"TRIM33","No"
"ENSGALG00000001977",423610,11155,"LDB3","No"
"ENSGALG00000001978",420099,10025,"MED16","No"
"ENSGALG00000001981",769472,NA,NA,"No"
"ENSGALG00000001983",424339,NA,NA,"No"
"ENSGALG00000001985",770171,9091,"PIGQ","No"
"ENSGALG00000001986",427410,7415,"VCP","No"
"ENSGALG00000001988",416782,10587,"TXNRD2","No"
"ENSGALG00000001992",396456,5315,"PKLR","No"
"ENSGALG00000001994",416388,146325,"PRR35","No"
"ENSGALG00000001995",424752,55679,"LIMS2","No"
"ENSGALG00000001996",419615,NA,NA,"No"
"ENSGALG00000001998",770563,91300,"R3HDM4","No"
"ENSGALG00000002000",NA,196996,"GRAMD2A","No"
"ENSGALG00000002001",424341,6814,"STXBP3","No"
"ENSGALG00000002002",419884,10286,"BCAS2","No"
"ENSGALG00000002003",396308,657,"BMPR1A","Transcription Factor"
"ENSGALG00000002008",429219,114804,"RNF157","No"
"ENSGALG00000002009",378893,2189,"FANCG","No"
"ENSGALG00000002010",419616,79753,"SNIP1","No"
"ENSGALG00000002012",NA,79812,"MMRN2","No"
"ENSGALG00000002013",419617,64769,"MEAF6","No"
"ENSGALG00000002014",427377,55234,"SMU1","No"
"ENSGALG00000002015",395392,6623,"SNCG","No"
"ENSGALG00000002016",415905,5580,"PRKCD","No"
"ENSGALG00000002018",416389,6650,"CAPN15","Transcription Factor"
"ENSGALG00000002021",419618,80149,"ZC3H12A","No"
"ENSGALG00000002022",396121,2683,"B4GALT1","No"
"ENSGALG00000002023",NA,84720,"PIGO","No"
"ENSGALG00000002024",416783,1312,"COMT","No"
"ENSGALG00000002028",101747453,51704,"GPRC5B","No"
"ENSGALG00000002029",420101,91304,"TMEM259","No"
"ENSGALG00000002033",416391,4712,"NDUFB6","No"
"ENSGALG00000002038",100858235,163259,"DENND2C","No"
"ENSGALG00000002042",426994,400506,"KNOP1","No"
"ENSGALG00000002043",NA,55339,"WDR33","No"
"ENSGALG00000002044",416392,196483,"EEF2KMT","No"
"ENSGALG00000002046",423614,83849,"SYT15","No"
"ENSGALG00000002048",395648,9721,"GPRIN2","No"
"ENSGALG00000002050",417361,23265,"EXOC7","No"
"ENSGALG00000002053",417520,5447,"POR","No"
"ENSGALG00000002055",395128,57801,"HES4","Transcription Factor"
"ENSGALG00000002056",416784,128989,"TANGO2","No"
"ENSGALG00000002057",424754,5433,"POLR2D","No"
"ENSGALG00000002060",417522,8148,"TAF15","No"
"ENSGALG00000002062",417363,6730,"SRP68","No"
"ENSGALG00000002064",NA,30968,"STOML2","No"
"ENSGALG00000002066",423615,8031,"NCOA4","No"
"ENSGALG00000002067",416393,56052,"ALG1","No"
"ENSGALG00000002069",100858763,80256,"FAM214B","No"
"ENSGALG00000002070",424756,79595,"SAP130","No"
"ENSGALG00000002080",427612,1794,"DOCK2","No"
"ENSGALG00000002081",417523,79148,"MMP28","No"
"ENSGALG00000002082",772125,270,"AMPD1","No"
"ENSGALG00000002083",419149,10226,"PLIN3","No"
"ENSGALG00000002085",395297,51343,"FZR1","No"
"ENSGALG00000002086",771592,91608,"RASL10B","No"
"ENSGALG00000002087",427379,4686,"NCBP1","No"
"ENSGALG00000002088",770030,8811,"GALR2","No"
"ENSGALG00000002089",423616,100287932,"TIMM23","No"
"ENSGALG00000002090",424342,29899,"GPSM2","No"
"ENSGALG00000002091",NA,29800,"ZDHHC1","No"
"ENSGALG00000002093",395289,NA,"NR2E3","Transcription Factor"
"ENSGALG00000002094",416786,27037,"TRMT2A","No"
"ENSGALG00000002095",419150,128866,"CHMP4B","No"
"ENSGALG00000002097",415324,NA,NA,"No"
"ENSGALG00000002098",419619,2899,"GRIK3","No"
"ENSGALG00000002099",100859653,5210,"PFKFB4","No"
"ENSGALG00000002102",112533211,NA,NA,"No"
"ENSGALG00000002103",415669,51673,"TPPP3","No"
"ENSGALG00000002105",427613,2299,"FOXI1","Transcription Factor"
"ENSGALG00000002106",424343,23155,"CLCC1","No"
"ENSGALG00000002107",416787,5902,"RANBP1","No"
"ENSGALG00000002108",427805,645027,"EVPLL","No"
"ENSGALG00000002110",427380,158427,"TSTD2","No"
"ENSGALG00000002111",NA,NA,NA,"No"
"ENSGALG00000002112",419620,1441,"CSF3R","No"
"ENSGALG00000002113",395438,3937,"LCP2","No"
"ENSGALG00000002116",100529060,NA,"TEN1","No"
"ENSGALG00000002117",423617,8505,"PARG","No"
"ENSGALG00000002118",395301,3779,"KCNMB1","No"
"ENSGALG00000002119",426995,57020,"VPS35L","No"
"ENSGALG00000002121",771179,84069,"PLEKHN1","No"
"ENSGALG00000002123",428220,127700,"OSCP1","No"
"ENSGALG00000002124",416788,29801,"ZDHHC8","No"
"ENSGALG00000002125",395883,7111,"TMOD1","No"
"ENSGALG00000002127",419621,84967,"LSM10","No"
"ENSGALG00000002129",424344,22911,"WDR47","No"
"ENSGALG00000002131",425132,10641,"NPRL2","No"
"ENSGALG00000002132",416173,30820,"KCNIP1","No"
"ENSGALG00000002137",416789,192111,"PGAM5","No"
"ENSGALG00000002138",415908,8692,"HYAL2","No"
"ENSGALG00000002139",419886,7812,"CSDE1","Transcription Factor"
"ENSGALG00000002141",424757,56886,"UGGT1","No"
"ENSGALG00000002142",427381,1609,"DGKQ","No"
"ENSGALG00000002143",416790,23141,"ANKLE2","No"
"ENSGALG00000002144",419623,9967,"THRAP3","No"
"ENSGALG00000002145",424345,23271,"CAMSAP2","No"
"ENSGALG00000002147",419887,80143,"SIKE1","No"
"ENSGALG00000002150",415326,NA,"CPEB1","Transcription Factor"
"ENSGALG00000002151",417526,5193,"PEX12","No"
"ENSGALG00000002152",416174,2568,"GABRP","No"
"ENSGALG00000002155",395141,9394,"HS6ST1","No"
"ENSGALG00000002157",374053,6218,"RPS17","No"
"ENSGALG00000002158",416791,2802,"GOLGA3","No"
"ENSGALG00000002159",417366,51,"ACOX1","No"
"ENSGALG00000002160",414830,567,"B2M","No"
"ENSGALG00000002162",373916,48,"ACO1","No"
"ENSGALG00000002164",424346,83479,"DDX59","No"
"ENSGALG00000002165",100858799,10497,"UNC13B","No"
"ENSGALG00000002167",415327,197135,"PATL2","No"
"ENSGALG00000002169",424758,55041,"PLEKHB2","No"
"ENSGALG00000002170",419888,NA,NA,"Transcription Factor"
"ENSGALG00000002172",424759,130074,"FAM168B","No"
"ENSGALG00000002175",424347,9928,"KIF14","No"
"ENSGALG00000002179",770159,85302,"FBF1","No"
"ENSGALG00000002180",416792,55743,"CHFR","No"
"ENSGALG00000002182",395961,2494,"NR5A2","Transcription Factor"
"ENSGALG00000002183",769337,51334,"PRR16","No"
"ENSGALG00000002186",417527,146862,"UNC45B","No"
"ENSGALG00000002187",395785,3295,"HSD17B4","No"
"ENSGALG00000002189",427480,6642,"SNX1","No"
"ENSGALG00000002191",107054494,30012,"TLX3","Transcription Factor"
"ENSGALG00000002192",386580,5788,"PTPRC","No"
"ENSGALG00000002193",NA,50649,"ARHGEF4","No"
"ENSGALG00000002194",770172,64978,"MRPL38","No"
"ENSGALG00000002197",396203,NA,"NPM1","No"
"ENSGALG00000002198",415672,29109,"FHOD1","No"
"ENSGALG00000002199",419432,339451,"KLHL17","No"
"ENSGALG00000002200",426999,6296,"ACSM3","No"
"ENSGALG00000002201",408044,5493,"PPL","No"
"ENSGALG00000002203",395453,8817,"FGF18","No"
"ENSGALG00000002204",NA,6545,"SLC7A4","No"
"ENSGALG00000002205",416793,57666,"FBRSL1","No"
"ENSGALG00000002207",424349,127124,"ATP6V1G3","No"
"ENSGALG00000002210",396447,5479,"PPIB","No"
"ENSGALG00000002216",424350,140609,"NEK7","No"
"ENSGALG00000002219",417368,23558,"WBP2","No"
"ENSGALG00000002222",419433,26155,"NOC2L","No"
"ENSGALG00000002223",396397,56956,"LHX9","Transcription Factor"
"ENSGALG00000002225",417529,117584,"RFFL","No"
"ENSGALG00000002227",427385,1657,"DMXL1","No"
"ENSGALG00000002229",416181,23291,"FBXW11","No"
"ENSGALG00000002232",419435,473,"RERE","Transcription Factor"
"ENSGALG00000002234",417369,201294,"UNC13D","No"
"ENSGALG00000002237",415674,9114,"ATP6V0D1","No"
"ENSGALG00000002239",427001,81691,"REXO5","No"
"ENSGALG00000002240",415914,51161,"C3orf18","No"
"ENSGALG00000002242",416796,50614,"GALNT9","No"
"ENSGALG00000002244",427535,181,"AGRP","No"
"ENSGALG00000002246",424351,163486,"DENND1B","No"
"ENSGALG00000002247",101750922,79918,"SETD6","No"
"ENSGALG00000002249",428222,26523,"AGO1","No"
"ENSGALG00000002250",427386,285605,"DTWD2","No"
"ENSGALG00000002253",415915,51409,"HEMK1","No"
"ENSGALG00000002260",395335,1154,"CISH","No"
"ENSGALG00000002262",416182,2107,"ETF1","No"
"ENSGALG00000002263",424762,89857,"KLHL6","No"
"ENSGALG00000002266",423618,55753,"OGDHL","No"
"ENSGALG00000002267",427002,123879,"DCUN1D3","No"
"ENSGALG00000002272",416798,79050,"NOC4L","Transcription Factor"
