# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr2_96890408_96892041	SEMA4C (-21254), FAHD2B (+203614)
chr2_2112169_2113020	PXDN (-368089), MYT1L (+218599)
chr17_65286838_65287481	RGS9 (+149686), AXIN2 (+274487)
chr2_23029420_23030610	KLHL29 (-355202)
chr19_16420670_16421199	EPS15L1 (+51077), KLF2 (+96118)
chr12_4820439_4821497	KCNA1 (-88925), ENSG00000151079 (+11792)
chr14_58777515_58778019	DAAM1 (-485688), DACT1 (+139588)
chr17_17580652_17581896	RASD1 (-84881), PEMT (+10426)
chr6_39193218_39193851	SAYSD1 (-78346), KCNK5 (+35915)
chr7_35003334_35004366	DPY19L1 (+34191), NPSR1 (+345441)
chr1_14442777_14443750	KAZN (-155440), PRDM2 (+738409)
chr1_228842093_228842582	TMEM78 (-407298), RHOU (+107261)
chr1_48036491_48037393	SLC5A9 (-185745), TRABD2B (-40047)
chr3_44125799_44126439	TOPAZ1 (-115767), ABHD5 (+435249)
chr10_98380582_98381215	LOXL4 (-112649), PYROXD2 (+34285)
chr1_208951184_208952707	PLXNA2 (-707626), CAMK1G (-631771)
chr2_217868791_217869441	TNS1 (+75012)
chr22_20867294_20868309	CRKL (-49624), SNAP29 (+8819)
chr15_99454748_99455642	MEF2A (-110892), LRRC28 (+203833)
chr7_67462633_67463464	TYW1 (+466234)
chr16_15811587_15812349	MYH11 (+45043), NDE1 (+168701)
chr11_44592171_44593241	TSPAN18 (-171720), CD82 (+27115)
chr17_45409062_45409621	MAP3K14 (-118366), ARHGAP27 (+20955)
chr1_14118790_14119817	KAZN (-479400), PRDM2 (+414449)
chr5_135255364_135256171	PITX1 (-221470), H2AFY (+143854)
chr10_114397690_114398380	AFAP1L2 (+6450), VWA2 (+158705)
chr15_38696470_38697538	THBS1 (-884089), RASGRP1 (-132198)
chr3_64612586_64613496	PRICKLE2 (-387560), ADAMTS9 (+74959)
chr16_77965285_77965749	CLEC3A (-56998), VAT1L (+176987)
chr2_117351414_117352062	DDX18 (-462912)
chr8_139260635_139261721	COL22A1 (-347185), KCNK9 (+441878)
chr11_69905256_69906732	ANO1 (-172308), FGF3 (-86970)
chr22_27239061_27239869	MN1 (+562033), CRYBA4 (+617501)
chr11_35541668_35542604	FJX1 (-76283), PAMR1 (-16513)
chr13_99721867_99722885	CLYBL (+115707), ZIC5 (+249533)
chr16_67268122_67268597	PLEKHG4 (-9150), SLC9A5 (+19410)
chr16_65125830_65126251	CDH11 (-3843)
chr10_3825328_3826011	KLF6 (-40395)
chr17_54861203_54861661	TOM1L1 (-39081)
chr9_134502632_134503709	COL5A1 (-138603), RXRA (+176591)
chr4_108429801_108430750	LEF1 (-261854), RPL34 (-190380)
chr4_18663984_18664747	LCORL (-642506)
chr12_67138178_67139192	GRIP1 (-459712), CAND1 (-130596)
chr8_126368320_126369420	FAM84B (+189523), TRIB1 (+938549)
chr20_51373766_51374753	KCNG1 (-351131), NFATC2 (+168459)
chr14_52351143_52352339	PTGER2 (+37346), TXNDC16 (+200765)
chr17_31738150_31738800	COPRS (+120862), RAB11FIP4 (+346851)
chr6_150572962_150573648	PLEKHG1 (-147783), IYD (+204413)
chr10_98610824_98611926	HPS1 (-164449), HPSE2 (+624487)
chr7_56046765_56047368	CCT6A (-4563), PSPH (+4537)
chr5_56123399_56124241	MAP3K1 (-691754), IL6ST (-128827)
chr2_222994091_222994749	KCNE4 (-57394), ACSL3 (+133486)
chr17_31798064_31798817	COPRS (+60896), RAB11FIP4 (+406817)
chr12_1927721_1928505	CACNA2D4 (-9277), DCP1B (+76398)
chr17_72404707_72406483	SOX9 (+284575), SLC39A11 (+687093)
chr4_122479654_122480417	IL2 (-23311), IL21 (+141033)
chr15_41944151_41944792	SPTBN5 (-50395), EHD4 (+28106)
chr10_121080274_121080849	WDR11 (+229387), FGFR2 (+517841)
chr2_22399859_22401092	KLHL29 (-984741)
chr1_160948951_160949739	ITLN1 (-64175), ITLN2 (+5454)
chr22_32058818_32059810	SLC5A1 (+16282), RFPL2 (+144163)
chr10_3226841_3227974	PITRM1 (-54567), KLF6 (+557867)
chr6_57254255_57255283	PRIM2 (-62855), RAB23 (-32455)
chr1_183287283_183287879	LAMC2 (+101293), NMNAT2 (+131021)
chr5_80155996_80156746	SERINC5 (+99708), THBS4 (+121023)
chr2_65329183_65330103	ACTR2 (+101806), SPRED2 (+102534)
chr1_67957028_67958034	GNG12 (-124064), DIRAS3 (+94100)
chr10_85642039_85643577	GRID1 (+723670)
chrX_30224356_30225029	MAGEB4 (-17359), MAGEB2 (+9133)
chr1_107455574_107456640	NTNG1 (+315287), VAV3 (+509037)
chr2_223744214_223745029	SCG2 (-142119), AP1S3 (+92960)
chr16_72858784_72859548	PMFBP1 (-686911), ZFHX3 (+271928)
chr8_48777913_48779103	EFCAB1 (-43276), SNAI2 (+142921)
chr4_108255291_108255777	RPL34 (-365122), LEF1 (-87112)
chr4_128768312_128768929	PGRMC2 (-479792), JADE1 (-41002)
chr4_12488551_12489101	RAB28 (+995539)
chr10_29007757_29008819	LYZL1 (-280773), BAMBI (+330946)
chr14_54478413_54479097	CNIH1 (-37324), GMFB (+10441)
chr17_43403558_43404313	DHX8 (-80030), ARL4D (+4977)
chr4_111792669_111793299	C4orf32 (-352413)
chr10_78436058_78436670	ZMIZ1 (-632671), RPS24 (+402604)
chr2_43082375_43083031	HAAO (-290111), ZFP36L2 (+143906)
chr11_15893053_15893588	SOX6 (+583067), INSC (+780897)
chr11_80136758_80137654	TENM4 (-696555)
chr13_110183839_110184743	IRS2 (-397723), COL4A1 (+122858)
chr11_61536821_61537438	SYT7 (+43696), PPP1R32 (+56010)
chr8_57165777_57166933	FAM110B (-828199), IMPAD1 (-172511)
chr7_41880121_41880613	INHBA (-177259), GLI3 (+356646)
chr5_14953167_14953737	FBXL7 (-546744), ANKH (-81674)
chr18_10040338_10041572	APCDD1 (-413673), VAPA (+126893)
chr8_86967116_86968169	CNGB3 (-223968)
chr16_48789440_48790484	N4BP1 (-179753), CBLN1 (+491869)
chr8_13077506_13077920	KIAA1456 (+132036), DLC1 (+437173)
chr10_64074589_64076491	REEP3 (+554177)
chr16_54178519_54179030	IRX3 (+107988), FTO (+474812)
chr10_98460844_98461491	HPS1 (-14242), HPSE2 (+774694)
chr7_136033274_136034508	CHRM2 (-834778), MTPN (-56575)
chr6_84847496_84848501	NT5E (-602092), TBX18 (-83480)
chr3_12507936_12508730	MKRN2 (-48681), TSEN2 (+23822)
chr10_44935516_44935974	RASSF4 (-24047), TMEM72 (+24545)
chr2_236526870_236528000	ACKR3 (-42206), IQCA1 (-23738)
chr15_35362226_35362889	NANOGP8 (-277448), DPH6 (+183610)
chr22_40711595_40712231	MCHR1 (+33163), SLC25A17 (+107469)
chr15_88542227_88543179	DET1 (+3950), MRPS11 (+75250)
chrX_69195045_69195953	FAM155B (-309742), PJA1 (-29978)
chr9_87873862_87874628	SPATA31E1 (-8581), CTSL (+148726)
chr3_52128151_52128662	DUSP7 (-71857), POC1A (+26005)
chr5_157290143_157290842	CYFIP2 (+24414), FNDC9 (+55228)
chr2_180203730_180204386	UBE2E3 (-776548), CWC22 (-197005)
chr1_157390635_157391325	ETV3 (-252613), FCRL5 (+161540)
chr10_78806935_78808175	ZMIZ1 (-261480), RPS24 (+773795)
chr7_109212792_109213569	THAP5 (-643458)
chr11_78949789_78950506	NARS2 (-375284), TENM4 (+490503)
chr5_178465177_178465689	PHYKPL (-232648), COL23A1 (+125122)
chr12_46160616_46161680	SCAF11 (-170583), SLC38A1 (+106553)
chr9_20879977_20880702	HACD4 (+151296), FOCAD (+222031)
chr1_203204768_203205261	CHI3L1 (-18266), CHIT1 (+24656)
chr2_47227676_47228439	EPCAM (-141090), CALM2 (-51457)
chr14_23453930_23454870	MYH7 (-18682), NGDN (-15288)
chr14_53537457_53538104	DDHD1 (-384683), BMP4 (+419030)
chr13_40430068_40430881	FOXO1 (+236122), COG6 (+774798)
chr14_59069512_59070418	DAAM1 (-193490), DACT1 (+431786)
chr4_10611478_10612341	ZNF518B (-154550), CLNK (+72955)
chr7_139090955_139091521	ZC3HAV1L (-55209), ZC3HAV1 (+18410)
chr2_16037028_16038207	MYCN (+97054), FAM49A (+628216)
chr7_118003066_118004020	LSM8 (-180489), CTTNBP2 (-130036)
chr11_83600292_83601360	CCDC90B (-314419)
chr1_232872695_232873755	NTPCR (-77399), MAP10 (+68333)
chr4_18722750_18723412	LCORL (-701221)
chr3_25068753_25070078	THRB (-574594), RARB (-358895)
chr15_74584344_74585148	CLK3 (-30248), ARID3B (+43540)
chr15_71251978_71252694	NR2E3 (-558218), THSD4 (+155384)
chr9_20243933_20244599	SLC24A2 (-457338), MLLT3 (+378277)
chr15_70293709_70294474	TLE3 (-195916), UACA (+469501)
chr17_81057123_81057723	AATK-AS1 (-108084), BAIAP2 (+22261)
chr3_151555535_151556697	AADACL2 (-177811), IGSF10 (-97407)
chr17_34117443_34118877	ASIC2 (-825172), CCL2 (-137125)
chr18_6054302_6054932	TMEM200C (-158662), L3MBTL4 (+313066)
chr12_117042225_117042713	TESC (+57000), FBXW8 (+131513)
chr9_20028573_20029401	SLC24A2 (-242059), MLLT3 (+593556)
chr1_12494757_12496697	DHRS3 (+122004), VPS13D (+265660)
chr2_24855444_24856204	PTRHD1 (-62442), ADCY3 (+63362)
chr20_45085274_45085896	KCNS1 (+15527), STK4 (+119111)
chr2_29022266_29023499	C2orf71 (+51378), WDR43 (+128240)
chr2_37459628_37460640	QPCT (+115560), CDC42EP3 (+212057)
chr5_169218370_169219433	PANK3 (-639302), SLIT3 (+81880)
chr13_114261377_114261919	UPF3A (-19936), CDC16 (+26761)
chr13_90315119_90315563	NONE
chr13_29704449_29705176	SLC7A1 (-109125), UBL3 (+145871)
chr20_3023003_3023817	GNRH2 (-20212), PTPRA (+159226)
chr2_12493063_12493576	TRIB2 (-223569), LPIN1 (+815725)
chr17_15350914_15351827	TEKT3 (-9730), TVP23C (+212173)
chr19_47891566_47892690	SULT2A1 (-5731), BSPH1 (+100042)
chr1_222373763_222374482	DUSP10 (-631947), HHIPL2 (+173980)
chr11_72561152_72562317	CLPB (-127087), PDE2A (+112718)
chr14_64825512_64825920	SPTB (+54167), PLEKHG3 (+121119)
chr3_181052124_181052708	SOX2 (-659508), DNAJC19 (-62643)
chr3_108006227_108006922	CD47 (+84439), BBX (+483599)
chr15_66592509_66593396	SMAD6 (-109275), LCTL (-27456)
chr12_75779883_75780640	KRR1 (-268641), PHLDA1 (+253670)
chr3_25385735_25386495	THRB (-891293), RARB (-42196)
chr3_64187163_64187993	PSMD6 (-164106), PRICKLE2 (+37903)
chr1_43048887_43050026	SLC2A1 (-90284), EBNA1BP2 (+123113)
chr11_69925582_69926654	ANO1 (-152184), FGF3 (-107094)
chr1_188386267_188386971	NONE
chr3_55584349_55585256	WNT5A (-97161), ERC2 (+883560)
chr12_42790202_42791422	PRICKLE1 (-201042), ADAMTS20 (+761109)
chr6_86609383_86610413	SYNCRIP (-966613), HTR1E (-327408)
chr9_11234484_11235713	NONE
chr7_2757766_2758575	AMZ1 (+78649), GNA12 (+86153)
chr4_19241400_19242422	NONE
chr9_16839645_16840577	BNC2 (+30595)
chr12_43111747_43112683	PRICKLE1 (-522445), ADAMTS20 (+439706)
chr5_68419374_68420275	SLC30A5 (-673821), PIK3R1 (+204105)
chr4_152156184_152157165	GATB (-395652), FBXW7 (+379426)
chr16_20865929_20866675	DCUN1D3 (+34082), REXO5 (+59803)
chr1_210792104_210792952	ENSG00000284299 (+341550), HHAT (+463622)
chr15_55530955_55531380	DNAAF4 (-22934), PYGO1 (+57779)
chr9_91972304_91972967	ROR2 (-22474), SPTLC1 (+142740)
chr1_109928637_109929095	AHCYL1 (-55820), CSF1 (+18233)
chr1_240200056_240200695	FMN2 (+108496), GREM2 (+411773)
chr12_116639966_116640823	MAP1LC3B2 (+81014), C12orf49 (+97666)
chr14_85471539_85472161	FLRT2 (-58294)
chr7_3259445_3260243	CARD11 (-215899), SDK1 (-41604)
chr2_189657982_189658792	ASNSD1 (-3033)
chr11_79335553_79336154	NARS2 (-760990), TENM4 (+104797)
chr5_136525674_136527118	TRPC7 (-160859), SPOCK1 (+972952)
chr11_88188488_88189321	RAB38 (-13438), CTSC (+148882)
chr4_128560911_128561608	PGRMC2 (-272431), JADE1 (-248363)
chr10_114654713_114656042	AFAP1L2 (-250893), ABLIM1 (+2920)
chr2_41895851_41897234	PKDCC (-151477)
chr20_6295174_6295868	BMP2 (-472143), FERMT1 (-171977)
chr9_123678092_123679683	DENND1A (+251219), CRB2 (+322628)
chr3_25338055_25338666	THRB (-843539), RARB (-89950)
chr15_43913209_43913841	WDR76 (+86562), FRMD5 (+281706)
chr1_182206637_182207742	ZNF648 (-145478), GLUL (+185016)
chr2_18831113_18832355	NT5C1B-RDH14 (-242172), OSR1 (+526919)
chr8_60847638_60848696	CLVS1 (-439788), CHD7 (+169389)
chr2_46193291_46193829	EPAS1 (-103842), PRKCE (+541786)
chr6_39198099_39199064	SAYSD1 (-83393), KCNK5 (+30868)
chr5_38263940_38264574	EGFLAM (+5848), LIFR (+331147)
chr7_44257666_44258237	YKT6 (+56903), CAMK2B (+67546)
chr8_13357114_13357666	DLC1 (+157496), KIAA1456 (+411713)
chr7_770962_771773	SUN1 (-61133), DNAAF5 (+44667)
chr12_105600810_105601978	APPL2 (-365311), NUAK1 (+538639)
chr10_89814076_89815193	KIF20B (+113018)
chr7_131586017_131586716	PODXL (-29760), PLXNA4 (+990934)
chr15_70336728_70337797	TLE3 (-239087), UACA (+426330)
chr15_34810590_34811072	ACTC1 (-14692), AQR (+159008)
chr1_202229180_202229749	LGR6 (+35564), UBE2T (+112515)
chr15_87877223_87877852	NTRK3 (+379193)
chr12_46524343_46525342	SLC38A2 (-151976), SLC38A4 (+301154)
chr4_140866440_140867722	TBC1D9 (-110961), RNF150 (+265761)
chrX_2694017_2694464	XG (-57811), CD99 (+3062)
chr4_108335101_108335787	RPL34 (-285212), LEF1 (-167022)
chr17_61393994_61394499	TBX2 (-5649), BCAS3 (+714789)
chr19_17412555_17413391	BST2 (-7325), MVB12A (-6108)
chr7_148347820_148348716	CUL1 (-350644)
chr18_2825727_2826810	EMILIN2 (-20761), SMCHD1 (+170531)
chr8_132262743_132263495	HHLA1 (-151960), KCNQ3 (+217900)
chr6_34998433_34999120	ANKS1A (+109512), TCP11 (+142870)
chr1_109760442_109761684	GSTM3 (-20547), EPS8L3 (+2964)
chr8_138955804_138956659	COL22A1 (-42239), KCNK9 (+746824)
chr7_144048654_144049383	OR2A5 (+71)
chr6_106063936_106064852	PREP (-661310), PRDM1 (-21926)
chr14_83781505_83782302	NONE
chr6_167669638_167670672	TCP10 (-285689), AFDN (-157480)
chr5_145978872_145979781	SH3RF2 (+41450), LARS (+203333)
chr14_69942837_69944032	SMOC1 (+64019), SLC8A3 (+245635)
chr8_26209743_26210699	EBF2 (-164824), PPP2R2A (-82995)
chr20_51156401_51157114	KCNG1 (-133629), NFATC2 (+385961)
chr5_145061889_145062827	PRELID2 (+772946), KCTD16 (+857081)
chr8_37374791_37375792	ZNF703 (-320459), KCNU1 (+590918)
chr3_113157168_113158131	NEPRO (-137811), BOC (-54878)
chr12_27696639_27697788	REP15 (+695)
chr13_53473227_53474857	OLFM4 (+445283)
chr6_44730784_44731365	RUNX2 (-597294), CDC5L (+343550)
chr10_29109208_29110390	LYZL1 (-179262), BAMBI (+432457)
chr9_120885603_120886568	PSMD5 (-43102), PHF19 (+8810)
chr20_38109779_38110867	TGM2 (+55049), RPRD1B (+76777)
chr17_72373937_72374522	SOX9 (+253210), SLC39A11 (+718458)
chr18_38313216_38314094	CELF4 (-747618)
chr7_69358412_69359546	AUTS2 (-240354)
chr2_16400139_16400671	FAM49A (+265429), MYCN (+459841)
chr1_94755697_94756263	F3 (-214180), SLC44A3 (-64370)
chr18_31396577_31397757	DSG3 (-50628), DSG4 (+20284)
chr8_42760977_42761715	CHRNA6 (+7440), CHRNB3 (+63927)
chr17_12794790_12795489	ARHGAP44 (+5601), ELAC2 (+223047)
chr3_170622651_170623522	SLC7A14 (-37013), RPL22L1 (+247396)
chr12_62998516_62999401	PPM1H (-63922), AVPR1A (+151983)
chrX_10589649_10590497	MID1 (+30561), CLCN4 (+433089)
chr8_133118507_133119230	WISP1 (-72170), SLA (-58511)
chr2_236617168_236618032	COPS8 (-467712), ACKR3 (+47959)
chr18_6646837_6647336	L3MBTL4 (-279404), ARHGAP28 (-187388)
chr10_77722826_77723675	KCNMA1 (-85476), DLG5 (+203275)
chr6_158039919_158040936	SYNJ2 (+58541), SERAC1 (+127842)
chr3_56926380_56927081	FAM208A (-243714), ARHGEF3 (+152577)
chr18_49694132_49694986	ACAA2 (+119401), LIPG (+132528)
chr8_21838414_21839374	GFRA2 (-50084), DOK2 (+74966)
chr9_8168861_8169517	DMAC1 (-369122)
chr1_41448154_41449014	EDN2 (+36087), FOXO6 (+86653)
chr4_4671444_4672051	MSX1 (-187918), STX18 (-129720)
chr4_155705498_155706097	GUCY1B3 (-53223), GUCY1A3 (+38600)
chr11_86807225_86807811	PRSS23 (+7278), FZD4 (+147873)
chr17_40602464_40603195	CCR7 (-37358), SMARCE1 (+45678)
chr15_78448366_78449006	HYKK (-64403), IREB2 (+10497)
chr5_154595525_154596269	HAND1 (-117633), LARP1 (-117005)
chr3_194952875_194953652	LSG1 (-280787), XXYLT1 (+317903)
chr6_10127354_10128894	OFCC1 (-188805), TFAP2A (+288066)
chr8_133794420_133795176	ST3GAL1 (-222873), ZFAT (+918240)
chr6_167565731_167566480	AFDN (-261529), TCP10 (-181640)
chr6_103417946_103418862	NONE
chr2_20930612_20931531	LDAH (-107958), APOB (+113001)
chr10_48564595_48565399	ARHGAP22 (+39955), MAPK8 (+258358)
chr8_104918880_104920372	ZFPM2 (-399066), LRP12 (-330620)
chr12_115174699_115175603	TBX3 (-491561)
chr18_10713563_10714218	NAPG (+187857), PIEZO2 (+434697)
chr17_50053258_50053857	ITGA3 (-2552)
chr2_217599770_217600469	TNP1 (-740056), TNS1 (+344008)
chr8_37598525_37599993	ZNF703 (-96492), KCNU1 (+814885)
chr11_47004732_47005066	C11orf49 (+68121), ARFGAP2 (+172183)
chr14_75433764_75435266	BATF (-87910), JDP2 (+2381)
chr11_74579423_74580385	LIPT2 (-86171), POLD3 (-12626)
chr14_77542552_77543798	ISM2 (-44325), SPTLC2 (+73598)
chr10_29256718_29257356	LYZL1 (-32024), BAMBI (+579695)
chr2_28990044_28990631	C2orf71 (+83923), WDR43 (+95695)
chr2_16441352_16442196	FAM49A (+224060), MYCN (+501210)
chr2_65539425_65540160	MEIS1 (-895607), SPRED2 (-107616)
chr15_62976358_62977028	TPM1 (-65992), TLN2 (+415328)
chr11_130623771_130624849	ADAMTS15 (+175336), SNX19 (+292199)
chr10_16417100_16418211	MINDY3 (-557136), PTER (-19328)
chr1_176601162_176602709	PAPPA2 (+138765), ASTN1 (+562754)
chr9_11135739_11136346	NONE
chr2_236712625_236714135	COPS8 (-371932), ACKR3 (+143739)
chr9_91477092_91477793	NFIL3 (-53581), ROR2 (+472719)
chr6_12654506_12654974	PHACTR1 (-62065), EDN1 (+364377)
chr3_44844776_44846245	TMEM42 (-16358), KIF15 (+83794)
chr2_38213888_38214636	CYP1B1 (-138081), ATL2 (+163000)
chr5_123105656_123106458	PRDM6 (+16936), CEP120 (+317246)
chr6_90406354_90407201	BACH2 (-110036), MAP3K7 (+180267)
chr12_43653582_43654394	ADAMTS20 (-102067), PUS7L (+104829)
chr2_16322474_16323106	FAM49A (+343044), MYCN (+382226)
chr3_373139_373906	CNTN6 (-719053), CHL1 (+176927)
chr16_24087913_24089008	CACNG3 (-167092), PRKCB (+252437)
chr17_68328737_68329559	SLC16A6 (-38032), WIPI1 (+128273)
chr12_45705188_45705874	ARID2 (-24134), ANO6 (+489446)
chr2_175807044_175807704	ATP5G3 (-622767)
chr15_77975253_77976159	LINGO1 (-343216), TBC1D2B (+101946)
chr7_3246190_3246803	CARD11 (-202552), SDK1 (-54951)
chr7_99431705_99432727	PDAP1 (-23387), PTCD1 (+6700)
chr8_141941947_141942609	TSNARE1 (+460962), PTP4A3 (+520890)
chr20_13441325_13442269	TASP1 (+197143), ISM1 (+220026)
chr10_24393160_24393813	KIAA1217 (+184323), ARHGAP21 (+330181)
chr20_42652346_42652964	PTPRT (+537314)
chr13_60229918_60231115	TDRD3 (-166776), DIAPH3 (-66530)
chr9_27041670_27043292	TEK (-66668), LRRC19 (-36788)
chr7_47507562_47508884	TNS3 (+73921)
chr4_33924257_33924859	NONE
chr10_32136017_32137215	KIF5B (-80185), EPC1 (+210569)
chr10_78851308_78852099	ZMIZ1 (-217331), RPS24 (+817944)
chr10_2835310_2836483	PFKP (-231623)
chr1_81545550_81546050	ADGRL2 (+239634)
chr1_93664582_93665293	BCAR3 (+182212), FNBP1L (+216807)
chr1_167662999_167663560	MPZL1 (-58670), RCSD1 (+33187)
chr9_70469827_70470822	KLF9 (-55701), TRPM3 (+651273)
chr4_62512325_62512736	NONE
chr1_169987322_169987772	SCYL3 (-93588), KIFAP3 (+87148)
chr11_128235667_128236572	ETS1 (+351438)
chr1_38274839_38275457	POU3F1 (-228354), RRAGC (+584675)
chr11_10669302_10670022	LYVE1 (-100971), MRVI1 (+24090)
chr6_77383114_77383608	HTR1B (+80412)
chr5_38598541_38599396	LIFR (-3565)
chr6_6714152_6714943	RREB1 (-393260), LY86 (+126440)
chr1_94100907_94102245	GCLM (-192166), ABCA4 (+19556)
chr1_145898915_145899560	PIAS3 (-40158), ITGA10 (+10951)
chr16_11093792_11094746	CLEC16A (+149781), SOCS1 (+161910)
chr1_28524921_28525911	TRNAU1AP (-27669), RCC1 (+7159)
chr1_115179396_115179957	TSPAN2 (-90213), NGF (+158559)
chr12_91099031_91100184	KERA (-41625), LUM (+12223)
chr6_25774389_25774803	SLC17A4 (+19897), SLC17A1 (+57463)
chr2_160584900_160585840	TANK (-574927), RBMS1 (-91576)
chr5_56211342_56211879	MAP3K1 (-603963), IL6ST (-216618)
chr19_53420646_53421276	ZNF761 (-26276), ZNF765 (+25811)
chr10_118216273_118217361	RAB11FIP2 (-170214), PRLHR (+378882)
chr6_7457744_7458953	DSP (-83226), CAGE1 (-68606)
chr10_116014208_116015534	GFRA1 (+258596), ATRNL1 (+921246)
chr12_50749498_50750388	ATF1 (-14349), DIP2B (+244836)
chr2_60028766_60029642	BCL11A (+524294)
chr12_116598108_116598988	MAP1LC3B2 (+39167), C12orf49 (+139513)
chr1_101482095_101482817	S1PR1 (+245568), OLFM3 (+364517)
chr11_128389364_128390543	ETS1 (+197604)
chr12_109538183_109538915	MMAB (+35325), UBE3B (+60907)
chr9_137918817_137920265	CACNA1B (+41752)
chr20_7146772_7147730	BMP2 (+379587), HAO1 (+793223)
chr7_31474540_31475696	NEUROD6 (-134224), CCDC129 (-54557)
chr2_46164281_46165243	EPAS1 (-132640), PRKCE (+512988)
chr11_91871947_91873163	FAT3 (-479986)
chr19_47541792_47542702	NAPA (-27007), ZNF541 (+13609)
chr2_239166244_239166967	HDAC4 (+234343), TWIST2 (+318574)
chr6_139708461_139709265	CITED2 (-334650)
chr6_10749634_10750732	TMEM14B (+2352), MAK (+88372)
chr10_98910127_98910702	HPS1 (-463489), HPSE2 (+325447)
chr17_41390253_41391326	KRT34 (-8387), KRT31 (+6802)
chr11_44700733_44701672	TSPAN18 (-63223), CD82 (+135612)
chr7_22129438_22130673	CDCA7L (-183972), RAPGEF5 (+226858)
chr7_7221534_7222064	C1GALT1 (+39184), COL28A1 (+314054)
chr4_17072402_17073085	LDB2 (-173935), QDPR (+439490)
chr6_4581876_4582544	ECI2 (-446613), CDYL (-194225)
chr6_80553024_80553722	BCKDHB (+446726)
chr20_34060752_34061311	EIF2S2 (+51300), RALY (+67310)
chr17_61145147_61145651	TBX2 (-254497), BCAS3 (+465941)
chr10_62885857_62886844	NRBF2 (-246939), EGR2 (-69996)
chr9_38142098_38142703	ALDH1B1 (-250263), SHB (-73190)
chr10_14014003_14014910	FRMD4A (+316427), ENSG00000282246 (+404410)
chr7_29646187_29647608	WIPF3 (-159656), PRR15 (+83087)
chr1_117201289_117202539	TRIM45 (-80186), VTCN1 (+9020)
chr11_44348965_44349624	CD82 (-216296), ALX4 (-39129)
chr9_91834498_91835557	NFIL3 (-411166), ROR2 (+115134)
chr22_47779347_47780387	FAM19A5 (-709593)
chr5_173290346_173290878	NKX2-5 (-55255), STC2 (+38891)
chr4_99664746_99665523	DAPP1 (-151711), MTTP (+101052)
chr17_65364511_65365765	AXIN2 (+196509), RGS9 (+227664)
chr3_22870163_22871052	UBE2E2 (-332685)
chr5_78508249_78508899	LHFPL2 (+140251), SCAMP1 (+147991)
chr9_12972641_12973488	TYRP1 (+279630), MPDZ (+306525)
chr2_45871170_45872742	EPAS1 (-425446), PRKCE (+220182)
chr1_200274247_200275714	ZNF281 (+135075), NR5A2 (+247379)
chr22_47850638_47851309	FAM19A5 (-638486)
chr14_49106514_49107509	RPS29 (+479364)
chr18_40274714_40275227	NONE
chr18_31486266_31487024	DSG2 (-11398), DSG3 (+38850)
chr14_98563921_98564578	BCL11B (+706978)
chr12_68245233_68246198	IL26 (-19895), IL22 (+7891)
chr4_140839479_140840374	TBC1D9 (-83807), RNF150 (+292915)
chr2_42922915_42923347	HAAO (-130539), ZFP36L2 (+303478)
chr7_142519234_142519829	PRSS58 (-261505), MTRNR2L6 (-146740)
chr1_154408328_154408740	IL6R (+3341), SHE (+93579)
chr2_237441217_237442077	MLPH (-45521), COL6A3 (-27272)
chr3_151898267_151899258	MBNL1 (-369277), SUCNR1 (+25120)
chr8_76840172_76841032	ZFHX4 (+159383), PEX2 (+159624)
chr5_52419167_52420040	ITGA1 (-368292)
chr4_80115412_80116237	PRDM8 (-69445), ANTXR2 (-43262)
chr1_224684606_224685574	DNAH14 (-244577), CNIH3 (+68797)
chr11_75787545_75788224	UVRAG (-27282), DGAT2 (+19153)
chr14_95316721_95317278	DICER1 (-158990), CLMN (+2906)
chr13_39119379_39120083	NHLRC3 (+81413), LHFPL6 (+483440)
chr11_75146132_75146831	SLCO2B1 (-4505)
chr5_172897607_172898434	RPL26L1 (-60872), ERGIC1 (+63746)
chr10_110857278_110858523	PDCD4 (-13906), RBM20 (+213504)
chr10_102758709_102759221	WBP1L (+14995), CYP17A1 (+78568)
chr8_20557277_20557931	LZTS1 (-253641)
chr7_101352073_101352785	IFT22 (-30626), COL26A1 (-10391)
chr1_218643906_218644410	LYPLAL1 (-529686), TGFB2 (+297923)
chr15_69145762_69146449	GLCE (-14528), NOX5 (+131411)
