# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr11_19816965_19818286	NAV2 (+104029), DBX1 (+342987)
chr1_27937002_27937960	XKR8 (-21981), SMPDL3B (+2488)
chr14_71646909_71647873	RGS6 (-285048), SIPA1L1 (+118066)
chr9_126222457_126223287	MVB12B (-103977), PBX3 (+475434)
chr7_101574737_101575643	MYL10 (+54106), COL26A1 (+212370)
chr2_44137966_44138499	LRPPRC (-142228), PPM1B (-30644)
chr2_67340256_67341254	ETAA1 (-56564), MEIS1 (+905355)
chr8_123487833_123488602	FBXO32 (+52988), WDYHV1 (+71493)
chr7_130910604_130911467	MKLN1 (-416824), KLF14 (-176975)
chr3_45684283_45684829	SACM1L (-4706)
chr15_50466376_50467130	USP8 (+42371), USP50 (+79946)
chr5_76523885_76524565	F2RL2 (+99209), IQGAP2 (+120976)
chrX_635438_635888	SHOX (+11319), CRLF2 (+577087)
chr3_41794847_41795567	ULK4 (+167223), CTNNB1 (+595768)
chr1_5766469_5767518	NPHP4 (+225477)
chr3_110685496_110686874	NECTIN3 (-385558)
chr9_107674096_107675073	KLF4 (-184939)
chr7_38798491_38799237	AMPH (-167297), VPS41 (+110365)
chr8_68201341_68202370	PREX2 (+249738)
chrX_117327257_117327908	CT83 (-864580), KLHL13 (+657737)
chr11_111960706_111961385	DLAT (-63768), DIXDC1 (+23843)
chr12_29228650_29229436	FAR2 (+79843), ERGIC2 (+152110)
chr18_27231369_27232801	CHST9 (-46768), CDH2 (+945361)
chr9_68946741_68947635	PRKACG (+66925), FAM122A (+167154)
chr8_95072800_95073847	PLEKHF2 (-60480), NDUFAF6 (+48338)
chr3_111919660_111920166	ABHD10 (-59122), PHLDB2 (+60733)
chr14_99502806_99503523	CCNK (+21756), CCDC85C (+100861)
chr14_69183474_69184405	DCAF5 (-30814), EXD2 (-7826)
chr19_18254948_18255682	PDE4C (+104)
chr3_114333336_114334447	TIGIT (+42790), ZBTB20 (+49749)
chr13_64339306_64340078	NONE
chr3_64748376_64748989	ADAMTS9 (-60683)
chr16_52265341_52266330	TOX3 (+281172)
chr7_41538451_41539548	INHBA (+164108)
chr12_2189834_2191108	FKBP4 (-604482), CACNA1C (+136908)
chr3_79233512_79233894	ROBO1 (+534112)
chr22_28129162_28129882	PITPNB (-210323), TTC28 (+550343)
chr10_7635065_7635923	ITIH2 (-67775), ITIH5 (-15834)
chr4_183105117_183105842	WWC2 (+6187), CLDN22 (+215294)
chrX_149397775_149398664	IDS (+107127), AFF2 (+897601)
chr13_27245536_27246189	USP12 (-73967), RPL21 (-5446)
chr13_103104213_103104840	SLC10A2 (-37681)
chr10_16386440_16387564	MINDY3 (-526482), PTER (-49982)
chr10_16195526_16196507	MINDY3 (-335497), PTER (-240967)
chr7_140455313_140456115	MKRN1 (+23855), RAB19 (+51671)
chr10_123017530_123018075	HMX3 (-118159), ACADSB (+8787)
chr5_80554441_80555420	ANKRD34B (+15557), FAM151B (+66962)
chr16_63714829_63715499	NONE
chr7_110944696_110946298	LRRN3 (-145509)
chr10_28518804_28519453	MPP7 (-238987), WAC (-14290)
chr10_120277730_120278499	PLPP4 (-178839), SEC23IP (+385404)
chr18_67081756_67082264	CDH19 (-477876), DSEL (+434970)
chr7_100642424_100643022	TFR2 (-2)
chr13_34914461_34915164	NBEA (-27474)
chr10_52908530_52909302	MBL2 (-137216)
chr3_33577391_33578001	UBP1 (-137318), CLASP2 (+81745)
chr4_189059717_189060552	FRG1 (-880653), TRIML1 (+920716)
chr4_1459056_1460506	NKX1-1 (-53450), FAM53A (+224480)
chr11_43953784_43954690	ACCSL (-93744), ALKBH3 (+73398)
chr13_73767217_73767915	KLF12 (+227483), KLF5 (+708774)
chr5_157864147_157864703	CLINT1 (-5282)
chr1_241045482_241046111	GREM2 (-433648), RGS7 (+311433)
chr6_47789657_47790024	OPN5 (+7802), PTCHD4 (+278848)
chr12_4203653_4204621	PARP11 (-330763), CCND2 (-69635)
chr6_107606313_107607078	SOBP (+116738), SCML4 (+217616)
chr10_8840255_8841065	GATA3 (+785967)
chr20_47648561_47649598	SULF2 (+137506), NCOA3 (+147153)
chr2_205465637_205466765	NRP2 (-216299), PARD3B (+920408)
chr8_19638708_19640242	INTS10 (-177665), CSGALNACT1 (-36980)
chr1_61284195_61285111	NFIA (+202791), TM2D1 (+440488)
chr5_181109435_181109987	OR2V1 (+20866), BTNL9 (+69486)
chr22_22459638_22460712	ZNF280B (+48979), VPREB1 (+215500)
chr12_32012936_32013886	H3F3C (-221170), BICD1 (-93818)
chr8_140331712_140332413	KCNK9 (-629007), TRAPPC9 (+126516)
chr9_15138085_15138698	SNAPC3 (-284312), FREM1 (-227397)
chr5_42893900_42894593	SELENOP (-82168), ANXA2R (+148923)
chr10_20215458_20216446	PLXDC2 (+399713), NEBL (+681650)
chr2_62354349_62355587	TMEM17 (+151373), B3GNT2 (+158855)
chr5_34547722_34549057	C1QTNF3-AMACR (-423862), RAI14 (-136164)
chr17_12977084_12977706	ELAC2 (+40792), ARHGAP44 (+187856)
chr3_5219023_5219560	EDEM1 (+31619)
chr12_70807899_70808657	PTPRB (-170838), PTPRR (+112565)
chr2_130916027_130916691	ARHGEF4 (-292)
chr3_14879067_14879946	NR2C2 (-124408), FGD5 (+60545)
chr5_126839364_126840144	LMNB1 (+62606), MARCH3 (+191054)
chr5_168833691_168834845	PANK3 (-254668), SLIT3 (+466514)
chr13_113376587_113377487	GRTP1 (-12889), ADPRHL1 (+76487)
chr4_121514429_121515112	QRFPR (-133712), ANXA5 (+182342)
chr13_22369360_22370529	SGCG (-811007), FGF9 (+698562)
chr3_64681888_64682167	PRICKLE2 (-456547), ADAMTS9 (+5972)
chr13_49999041_49999411	KCNRG (-16028), TRIM13 (+2189)
chr9_78393310_78394326	PSAT1 (+96675)
chr4_173500981_173501665	SCRG1 (-101787), HAND2 (+28906)
chr6_130202476_130203426	SAMD3 (+12936), L3MBTL3 (+189252)
chr5_175603812_175604718	HRH2 (-53765), SFXN1 (+125870)
chr3_47479358_47479724	SCAP (-3428)
chr12_23585377_23586235	SOX5 (+363897), ETNK1 (+960731)
chr7_52085665_52086099	POM121L12 (-949760), COBL (-769064)
chr4_145887120_145888509	ZNF827 (+50820), MMAA (+269552)
chr14_79630897_79632053	DIO2 (+580025)
chr3_182400627_182401521	ATP11B (-392426), SOX2 (+689150)
chr1_91123507_91124407	ZNF644 (-101702), HFM1 (+280912)
chr2_206462030_206463024	FAM237A (-179891), ADAM23 (+18988)
chr5_74882352_74883534	FAM169A (-16105), GCNT4 (+147956)
chr3_127915134_127915956	KBTBD12 (+313)
chr5_146334068_146334522	POU4F3 (-4729)
chr10_104322511_104323603	ITPRIP (+10848), GSTO2 (+53876)
chr4_55132458_55133343	SRD5A3 (-213208), KDR (-7312)
chr14_85546025_85547073	FLRT2 (+16405)
chr9_16768888_16770154	BNC2 (+101185)
chr1_223393209_223394619	CCDC185 (+497)
chr4_75831695_75832481	PPEF2 (+70440), USO1 (+107490)
chr10_9510413_9511205	NONE
chr6_111033374_111034584	SLC16A10 (-53599), RPF2 (+51964)
chr12_69466848_69467289	FRS2 (-3337)
chr18_37698423_37699068	CELF4 (-132709)
chr12_112590242_112590859	RPH3A (-201104), PTPN11 (+171439)
chr10_58050295_58051052	IPMK (+217260)
chr7_159061602_159062643	VIPR2 (+82834), WDR60 (+205545)
chr2_9244635_9245882	ASAP2 (+38494), ITGB1BP1 (+177970)
chr9_104258411_104259279	OR13F1 (-245418), SMC2 (+164585)
chr6_89799555_89800508	LYRM2 (-161279), MDN1 (+19691)
chr8_35080376_35081591	UNC5D (-154473)
chr10_13394476_13395888	SEPHS1 (-46885), BEND7 (+107794)
chr19_48728725_48729460	MAMSTR (-9372), RASIP1 (+11628)
chrX_115693505_115694279	AGTR2 (-476830), PLS3 (+132710)
chr1_160307108_160307953	PEX19 (-22385), COPA (+35717)
chr17_28306796_28307466	TMEM97 (-11964), NLK (+264975)
chr6_56775263_56776146	COL21A1 (-527959), DST (+76211)
chr11_69999530_70000909	FGF3 (-181196), ANO1 (-78082)
chr11_85607840_85609022	DLG2 (+18839)
chr4_109386344_109387405	COL25A1 (-84232), SEC24B (-46897)
chr3_46464291_46465394	LTF (+320)
chr6_25626780_25627469	SCGN (-25111), CARMIL1 (+347697)
chr18_76578734_76579745	ZNF236 (-243367), ZNF516 (-84050)
chr20_56750417_56750942	TFAP2C (+121378), BMP7 (+515948)
chr1_112672006_112672373	MOV10 (-2231)
chr3_43968305_43968854	TOPAZ1 (-273306), ABHD5 (+277710)
chr16_70610617_70612199	IL34 (+31513), MTSS1L (+74658)
chr14_42475263_42475709	LRFN5 (+867916)
chr11_85748489_85749763	CCDC89 (-62849), SYTL2 (+62003)
chr14_61930262_61931086	SYT16 (-65149), SNAPC1 (+168317)
chr3_62678679_62679513	FEZF2 (-305581), CADPS (+196283)
chr17_51373461_51374578	UTP18 (+113492), CA10 (+784707)
chr3_27213037_27214010	NEK10 (+155897), LRRC3B (+590718)
chr5_96301875_96302851	ELL2 (-340292), PCSK1 (+130917)
chr6_145507693_145508646	EPM2A (+227685)
chr2_185006350_185007010	FSIP2 (-732215), ZNF804A (+408314)
chr2_200201790_200202340	TYW5 (-246329), SPATS2L (-106885)
chr1_50699953_50700682	DMRTA2 (-276818), FAF1 (+259945)
chr4_56112139_56112858	CEP135 (+163518), AASDH (+275001)
chr9_25396716_25397538	IZUMO3 (-851451)
chr4_88532981_88534417	HERC3 (-58724), PYURF (-9886)
chr13_85608117_85608919	SLITRK6 (+190970)
chr7_31466065_31466546	NEUROD6 (-125412), CCDC129 (-63369)
chr2_6679280_6679984	CMPK2 (+186064), SOX11 (+986965)
chr6_167796149_167797176	TCP10 (-412197), AFDN (-30972)
chr4_107250_108362	ZNF718 (-16674), ZNF595 (+54521)
chr1_25517433_25518312	LDLRAP1 (-25707), TMEM57 (+86953)
chr4_14620534_14621923	BOD1L1 (-993506), CPEB2 (-381445)
chr3_196755798_196757251	SENP5 (-111331), PAK2 (+16668)
chr6_52306660_52307643	PAQR8 (-54976), MCM3 (-22271)
chr11_30453740_30454288	MPPED2 (+126482), ARL14EP (+130963)
chr10_106707591_106708016	SORCS1 (+456730)
chr4_87932789_87933286	SPP1 (-42650), MEPE (+100121)
chr13_70424284_70425165	KLHL1 (-316266)
chr15_65361634_65362458	PARP16 (-75174), IGDCC3 (+15994)
chr15_66025597_66026679	RAB11A (+156680), MEGF11 (+227609)
chr2_151497803_151498753	RIF1 (+88337), NEB (+236209)
chr1_179164424_179164907	ABL2 (+64935), TOR3A (+83289)
chr5_177958707_177959629	PROP1 (+37074), B4GALT7 (+359068)
chr11_2791352_2792456	CDKN1C (+93977), KCNQ1 (+346913)
chr5_43584925_43585571	PAIP1 (-28169), NNT (-17475)
chr4_122899101_122900442	NUDT6 (+22834), FGF2 (+73064)
chr10_96222209_96223122	BLNK (+48874), ZNF518A (+92610)
chr4_63901371_63901997	TECRL (+507778)
chr2_117553347_117553948	DDX18 (-261002)
chr7_41628069_41629487	INHBA (+74330)
chr4_61852949_61853809	ADGRL3 (+651237)
chr6_87180098_87181464	SMIM8 (-141807), ZNF292 (+25232)
chr6_12992523_12993473	PHACTR1 (+276193), TBC1D7 (+333914)
chr14_52873071_52873838	GNPNAT1 (-81854), FERMT2 (+77537)
chr5_8839990_8840887	SEMA5A (+705636), MTRR (+971335)
chr12_66272567_66273577	HELB (-29473), IRAK3 (+84193)
chr13_29963830_29964851	UBL3 (-113657), KATNAL1 (+343143)
chr1_8266504_8267852	ERRFI1 (-240870), SLC45A1 (-50648)
chr1_94259421_94260401	ABCD3 (-158544), ARHGAP29 (-22346)
chrX_34557649_34558299	TMEM47 (+99314)
chr7_40972428_40973163	INHBA (+730312), SUGCT (+837819)
chr2_12096231_12096843	TRIB2 (-620352), LPIN1 (+418942)
chr22_27992007_27992795	PITPNB (-73202), TTC28 (+687464)
chr14_67607502_67608201	ARG2 (-11946), PIGH (-7565)
chr16_30561331_30561798	ZNF764 (-3302), ENSG00000260869 (-3286)
chr5_110055829_110057214	MAN2A1 (+367156), TMEM232 (+670143)
chr11_70834077_70834937	SHANK2 (-172689), DHCR7 (+613928)
chr6_143288309_143289443	ADAT2 (+161797), AIG1 (+228000)
chr6_141388466_141389169	NMBR (+699981)
chr5_66704428_66705189	MAST4 (+108448), CD180 (+491990)
chr3_53748427_53749086	CHDH (+97633), CACNA1D (+254058)
chr18_6366594_6367506	L3MBTL4 (+633)
chr11_45298700_45299469	SYT13 (-12766), CHST1 (+366537)
chrX_5648847_5649764	NLGN4X (+579557)
chr18_3332944_3333628	TGIF1 (-118391), MYL12B (+70869)
chr19_39146882_39147470	NCCRP1 (-49785), PAK4 (+21362)
chr2_106269712_106270570	UXS1 (-75802), RGPD3 (+198235)
chr19_20858112_20859281	ZNF85 (-64591), ZNF66 (+82272)
chr12_32016882_32017259	H3F3C (-224830), BICD1 (-90158)
chr3_173819299_173820577	NLGN1 (+421490)
chr10_49281296_49281993	C10orf128 (-93269), DRGX (+113806)
chr2_133570683_133571927	NCKAP5 (-2845)
chr6_122829350_122830076	CLVS2 (-166258), SMPDL3A (+40543)
chr11_128823698_128825008	KCNJ1 (+18181), FLI1 (+130583)
chr1_197810586_197811463	LHX9 (-106374), DENND1B (-35532)
chr3_75254523_75255699	CNTN3 (-733971), FRG2C (-409219)
chr14_36589756_36590493	PAX9 (-71740), NKX2-8 (-7518)
chr19_53308297_53308862	ZNF845 (-25169), BIRC8 (-16954)
chr21_38642890_38644129	ERG (+18184), KCNJ15 (+386769)
chr14_42507842_42509060	LRFN5 (+900881)
chr2_152049896_152050894	ARL5A (-221907), CACNB4 (+49080)
chr3_52166960_52167689	ALAS1 (-30769), POC1A (-12913)
chr16_74019597_74020509	ZFHX3 (-888959), PSMD7 (-276722)
chr16_9183831_9184683	C16orf72 (+92609), GRIN2A (+998497)
chr20_58150519_58151285	PMEPA1 (-441000), RAB22A (-158794)
chr5_160044373_160044943	TTC1 (+35545), PWWP2A (+74765)
chr6_143062422_143063010	AIG1 (+1840), ADAT2 (+387957)
chr22_46077965_46078919	WNT7B (-101313), PPARA (-73442)
chrX_16215683_16216517	S100G (-434058), GRPR (+92544)
chr1_79193082_79193872	ADGRL4 (-186759)
chr16_7764865_7765677	TMEM114 (+824567)
chr1_170487545_170488583	GORAB (-44065), METTL11B (+342063)
chr5_144011176_144012024	YIPF5 (+159059), HMHB1 (+199439)
chr2_183678748_183679436	ZNF804A (-919274), NUP35 (+554737)
chr7_26736009_26736688	SKAP2 (+128394), SNX10 (+444454)
chr3_145316178_145316966	PLOD2 (+844595)
chr17_69320765_69321376	ABCA10 (-76225), ABCA5 (+6030)
chr1_45321405_45322125	ZSWIM5 (-115209), HPDL (-5140)
chr8_71696636_71697234	EYA1 (-334703), MSC (+147533)
chr6_97868542_97869218	POU3F2 (-965712), MMS22L (-585704)
chr1_101136905_101138037	DPH5 (-111699), S1PR1 (-99417)
chr6_52959885_52961572	GSTA3 (-51044), GSTA4 (+34649)
chr2_151111734_151112470	RND3 (-624435), RBM43 (+149777)
chr1_81978790_81979477	ADGRL2 (+672968)
chr4_98558472_98559122	TSPAN5 (+99832), RAP1GDS1 (+297279)
chr13_80296751_80297580	SPRY2 (+42493), NDFIP2 (+816042)
chr3_97687762_97688496	ARL6 (-76399), EPHA6 (+873543)
chr13_39494094_39494516	LHFPL6 (+108866), NHLRC3 (+455987)
chr14_83229247_83230010	NONE
chrX_106783621_106784341	TBC1D8B (-18699), RNF128 (+57317)
chr12_9899150_9899818	KLRF2 (+17995), CLEC2A (+32897)
chr14_96512782_96513318	VRK1 (-284254), PAPOLA (+10677)
chr19_20259259_20260400	ZNF486 (+92556), ZNF737 (+305905)
chr3_62883982_62884678	SYNPR (-393793), CADPS (-8951)
chr13_43780513_43781015	ENOX1 (+6144), DNAJC15 (+757561)
chr11_130378091_130378613	ZBTB44 (-63740), ADAMTS8 (+50641)
chr5_45060696_45061586	MRPS30 (+252216), HCN1 (+635193)
chr10_45044233_45044944	ZNF22 (+44114), OR13A1 (+264279)
chr12_109273331_109273900	FOXN4 (+35604), ACACB (+157021)
chr3_9955110_9955523	PRRT3 (-2923)
chr17_31916722_31917600	SUZ12 (-19857), UTP6 (-15396)
chr16_13621506_13622268	ERCC4 (-298270), SHISA9 (+720267)
chr11_20881329_20882178	NELL1 (+212183)
chr10_116124755_116125470	GFRA1 (+148354)
chr1_10318042_10318635	PGD (-80741), KIF1B (+107534)
chr1_99514712_99515410	PALMD (-130882), PLPPR4 (+251108)
chr1_57262322_57263098	C8B (-296695), DAB1 (+161347)
chr1_96559656_96560673	PTBP2 (-161645)
chr3_69391928_69393324	MITF (-346809), FRMD4B (-6553)
chr5_144356288_144357332	KCTD16 (+151533)
chr5_142701824_142702593	FGF1 (-4139)
chr10_32232461_32233005	KIF5B (-176302), EPC1 (+114452)
chr3_119120309_119120900	IGSF11 (-85717), UPK1B (-52913)
chr5_76427437_76428209	IQGAP2 (+24574), F2RL2 (+195611)
chr20_36339731_36340429	MYL9 (-201404), DLGAP4 (+33744)
chr8_49092739_49093385	SNTG1 (-818611), C8orf22 (+20708)
chr10_80015703_80016494	SFTPD (-66996), TMEM254 (-62571)
chr10_21637524_21638239	MLLT10 (+103539), DNAJC1 (+365843)
chr8_40914180_40914814	ZMAT4 (-16672), SFRP1 (+395000)
chr4_87935669_87937196	SPP1 (-39255), MEPE (+103516)
chr13_36795391_36796399	RFXAP (-23329), SERTM1 (+121983)
chr4_107890765_107891931	CYP2U1 (-40021), SGMS2 (+66785)
chr8_91719873_91720611	RUNX1T1 (+375412), SLC26A7 (+470935)
chr11_934116_934925	AP2A2 (+8712), MUC6 (+102185)
chr14_94998288_94999193	GSC (-228511), DICER1 (+159269)
chr7_105773052_105773438	EFCAB10 (-191745), ATXN7L1 (+103359)
chr1_13723581_13724566	KAZN (-874630), PRDM2 (+19219)
chr1_217373810_217374608	ESRRG (-650756), GPATCH2 (+256873)
chr6_15508389_15509066	DTNBP1 (+154314), JARID2 (+262432)
chr5_108635857_108637351	EFNA5 (-965709), FER (-111218)
chr12_27905190_27905929	PTHLH (+67145), KLHL42 (+125540)
chr4_98110607_98111573	RAP1GDS1 (-150428)
chr15_84777848_84778885	ALPK3 (-38313), ZNF592 (+29732)
chr3_149825196_149826336	RNF13 (+12996), PFN2 (+145343)
chr3_87727786_87728310	POU1F1 (-451544), HTR1F (-262648)
chr9_20111120_20111811	SLC24A2 (-324538), MLLT3 (+511077)
chr20_58753252_58754248	GNAS (-98964), NPEPL1 (+61137)
chr2_157315827_157316302	ERMN (+11648), GALNT5 (+58467)
chr20_57231735_57232604	BMP7 (+34458), TFAP2C (+602868)
chr6_4503569_4504638	ECI2 (-368507), CDYL (-272331)
chr11_134990180_134991309	B3GAT1 (-598392)
chr3_77079783_77080721	NONE
chr9_105957745_105958625	ZNF462 (-904912), TMEM38B (+263641)
chr1_119686809_119688163	PHGDH (+39075), HMGCS2 (+81408)
chr1_192839081_192840135	RGS2 (+30567), UCHL5 (+219888)
chr13_98875112_98875780	SLC15A1 (-122792), DOCK9 (+102544)
chr10_122178628_122179211	BTBD16 (-92386), TACC2 (+189726)
chr2_197587040_197587958	MOB4 (+71667), RFTN2 (+88496)
chr20_37815501_37816400	VSTM2L (-87153), CTNNBL1 (+121945)
chr4_186298153_186298843	F11 (+32553), ENSG00000272297 (+256830)
chr6_163122957_163123651	PRKN (-395533), QKI (-291339)
chr10_16348733_16349402	MINDY3 (-488548), PTER (-87916)
chr1_171298508_171299764	FMO4 (-15098), FMO1 (+41179)
chr4_186246980_186247577	F11 (-18666), KLKB1 (+19877)
chr12_48824048_48824505	CACNB3 (+5546), DDX23 (+27886)
chr6_161163447_161164043	AGPAT4 (+110316), MAP3K4 (+171961)
chr5_22620936_22621478	CDH12 (+232415)
chr1_1162452_1163245	C1orf159 (-46768), TTLL10 (-11054)
chr5_144297803_144299039	KCTD16 (+93144)
chr7_113076288_113077118	BMT2 (-136787), GPR85 (+11052)
chr21_35602816_35604363	RUNX1 (-554246), SETD4 (+456671)
chr7_29243985_29244781	PRR15 (-319428), CPVL (-49107)
chr6_14625195_14626127	JARID2 (-620635), CD83 (+508020)
chr4_58600055_58600752	NONE
chr13_94143626_94144428	DCT (+335655), GPC6 (+917185)
chrX_30219228_30220153	MAGEB4 (-22361), MAGEB2 (+4131)
chrY_19427290_19428529	HSFY2 (-654175), KDM5D (+317013)
chr8_5807086_5808296	CSMD1 (-812719), MCPH1 (-598901)
chr10_43753921_43755152	ZNF32 (-105833), CXCL12 (+630512)
chr3_131711241_131711727	MRPL3 (-208515), CPNE4 (+326320)
chr3_4447541_4448757	SUMF1 (+19132), SETMAR (+144845)
chr6_136502886_136503888	BCLAF1 (-213536), MAP7 (+22826)
chr2_111163759_111164455	BCL2L11 (+43178), ANAPC1 (+720583)
chr2_53646668_53647227	CHAC2 (-120844)
chr7_21124986_21125912	SP8 (-338563), SP4 (-302585)
chr6_21609506_21610362	SOX4 (+17166), PRL (+687567)
chr5_181027846_181028480	BTNL9 (-12062), BTNL3 (+39318)
chr7_120190150_120191104	KCND2 (-83041)
chr3_38519332_38520527	EXOG (+23658), SCN5A (+129742)
chr5_34863714_34864491	BRIX1 (-51273), TTC23L (+24939)
chr2_210557590_210558137	CPS1 (+80155)
chr1_108712495_108713012	FNDC7 (+97)
chr1_175918415_175918872	TNR (-174874), RFWD2 (+288849)
chr16_83602445_83603721	HSBP1 (-204760), CDH13 (+976118)
chr6_133055158_133056000	EYA4 (-186007), RPS12 (+241138)
chr19_53782627_53783241	NLRP12 (+41460), DPRX (+150878)
chr1_185699766_185700774	IVNS1ABP (-382941), HMCN1 (-34281)
chr13_24528683_24529756	ATP12A (-151191), PARP4 (-16410)
chr12_4227932_4228671	PARP11 (-354928), CCND2 (-45470)
chr2_188217308_188218566	TFPI (-663445), GULP1 (-74895)
chr6_116323978_116325008	FAM26F (-136900), DSE (+44373)
chr7_138205668_138206072	TRIM24 (-254464), AKR1D1 (+129393)
chr1_1683260_1684085	CDK11B (-24661), SLC35E2B (+8971)
chr11_20200498_20201835	HTATIP2 (-162576), DBX1 (-40554)
chr8_63469788_63470643	YTHDF3 (+301555)
chr3_98325079_98325457	OR5K4 (-28586), OR5H2 (+42380)
chr2_221189389_221189911	EPHA4 (+382640)
chr1_112092762_112093578	CTTNBP2NL (-303011), KCND3 (-104015)
chr15_42363393_42364307	CAPN3 (+4263), ZNF106 (+93682)
chr8_6699126_6699884	ANGPT2 (-136096), AGPAT5 (-8852)
chr6_27726403_27727096	ZNF184 (-253632), HIST1H2BL (+81181)
chr17_57045835_57046868	AKAP1 (-39365), SCPEP1 (+68247)
chr5_119949612_119950080	PRR16 (-514432), FAM170A (+320287)
chr13_90974004_90975081	GPC5 (-424064)
chr19_5251124_5252158	PTPRS (+34599), KDM4B (+282520)
chrX_23380323_23381441	PRDX4 (-286564), PTCHD1 (+46866)
chr7_141609535_141610127	AGK (+58642), KIAA1147 (+92322)
chr12_81209531_81210240	ACSS3 (+132675), PPFIA2 (+549444)
chr16_82095077_82095768	HSD17B2 (+60191), MPHOSPH6 (+74803)
chr1_48005418_48006092	SLC5A9 (-216932), TRABD2B (-8860)
chr19_13652663_13653311	CACNA1A (-146527), CCDC130 (-78773)
chr1_62585356_62586103	ANGPTL3 (-11757), USP1 (+149075)
chr18_4406026_4406694	DLGAP1 (+48975), TGIF1 (+954683)
chr5_23169387_23170211	PRDM9 (-337816), CDH12 (-316177)
chr18_22417718_22418377	CTAGE1 (-133)
chr8_5169770_5170686	CSMD1 (-175256)
chr18_62743785_62744669	PHLPP1 (+28777), BCL2 (+575901)
chr7_42870398_42871354	GLI3 (-633863), C7orf25 (+41214)
chr1_159913750_159914168	CFAP45 (-13796), TAGLN2 (+9758)
chrX_133555706_133556579	GPC4 (-140653), GPC3 (+429503)
chr10_42816329_42818031	RET (-259847), BMS1 (+34379)
chr11_27304283_27305326	LGR4 (+167941), BBOX1 (+263843)
chr8_41077398_41079136	ZMAT4 (-180442), SFRP1 (+231230)
chr1_232166904_232167486	SIPA1L2 (+394363), DISC1 (+540380)
chr9_26026367_26027386	CAAP1 (+865927)
chr2_174729785_174730837	WIPF1 (-95732), CHRNA1 (+34150)
chr9_123863201_123863754	DENND1A (+66629), CRB2 (+507218)
chr8_18769717_18771076	PSD3 (+243289), NAT2 (+379152)
chr17_11991071_11991966	ZNF18 (+5853), DNAH9 (+393088)
chr4_25821933_25822498	SEL1L3 (+40743), SLC34A2 (+166372)
chr1_237239255_237240076	RYR2 (+197461), ZP4 (+651256)
chr15_26628860_26629697	ATP10A (-766071), GABRB3 (+143795)
chr1_175073525_175074277	TNN (+6043), KIAA0040 (+118853)
chr14_91830536_91831191	CATSPERB (-98778), TC2N (+36665)
chr12_1056419_1056844	ERC1 (+28885), FBXL14 (+537533)
chr11_68694394_68695264	GAL (+10354), TESMIN (+56735)
chrX_114038365_114038884	HTR2C (-545453)
chr19_20067745_20069306	ZNF682 (-29020), ZNF90 (-9495)
chr7_152034523_152035858	GALNT11 (-39107), GALNTL5 (+78744)
chr9_24509488_24510577	ELAVL2 (-683968), IZUMO3 (+35643)
chr7_72265397_72266083	CALN1 (+146633)
chr8_40770031_40770882	ZMAT4 (+127368), C8orf4 (+617002)
chr2_71694360_71695259	DYSF (+228108), CYP26B1 (+453228)
chr6_14597981_14598796	JARID2 (-647907), CD83 (+480748)
chr8_144248430_144249407	SCX (-17641), HGH1 (+111150)
chr8_39470787_39471801	ADAM18 (-113284), ADAM32 (+363645)
chr18_59232220_59232846	GRP (+12365), RAX (+40860)
chr14_64956276_64956827	GPX2 (-13739), RAB15 (+15862)
chrX_24369402_24370364	PDK3 (-95573), ZFX (+220159)
chr18_5104173_5104758	DLGAP1 (-649131), AKAIN1 (+93037)
chr15_78676400_78676879	CHRNB4 (-35395), ADAMTS7 (+134791)
chr16_50458121_50459207	BRD7 (-89885), NKD1 (-89666)
chr15_56139870_56140627	NEDD4 (-223118), RFX7 (+103017)
chrX_11214668_11215825	AMELX (-78166), HCCS (+103946)
chr19_48061702_48062356	CABP5 (-17976), PLA2G4C (+48788)
chr1_228548356_228549293	RHOU (-186252), RNF187 (+61764)
chr19_19160311_19161191	TMEM161A (-22258), MEF2B (+9494)
chr10_112886145_112888209	TCF7L2 (-63230), VTI1A (+439919)
chr2_206811767_206812942	CPO (-127199), MDH1B (-46808)
chr20_61496806_61497610	CDH4 (+244782), TAF4 (+568602)
chr20_55422616_55424004	CBLN4 (+582162), DOK5 (+947713)
chr3_158961357_158962267	SCHIP1 (-878049), MFSD1 (+159947)
chr14_67444019_67444873	PLEK2 (-32246), TMEM229B (+70858)
chr16_4569436_4569876	MGRN1 (-55134), CDIP1 (-54547)
